headline,date,stock
"Albemarle Q4 EPS $1.73 Misses $1.74 Estimate, Sales $992.564M Miss $1B Estimate",19/02/2020,ALB
Some Market Stats in 5 Minutes,19/02/2020,ALB
"Earnings Scheduled For February 19, 2020",19/02/2020,ALB
"Market Taking A Step Back: Walmart Misses On Earnings, Apple Lowers Sales Guidance",18/02/2020,ALB
4 Basic Materials Stocks Moving In Wednesday's Pre-Market Session,12/02/2020,ALB
Germany's Volkswagen And Daimler Launch Study To Push For More Sustainable Mining Of Lithium In Chile,11/02/2020,ALB
Shares of several basic materials companies are trading lower as coronavirus fears continue to cloud the demand outlook for such products.,07/02/2020,ALB
Albemarle shares are trading lower after Baird downgraded the stock from Outperform to Neutral.,05/02/2020,ALB
"Earnings Bonanza: Results Keep Pouring In, With Investors Looking Over Merck, Disney",05/02/2020,ALB
"Benzinga's Top Upgrades, Downgrades For February 5, 2020",05/02/2020,ALB
10 Biggest Price Target Changes For Wednesday,05/02/2020,ALB
68 Biggest Movers From Yesterday,05/02/2020,ALB
"Baird Downgrades Albemarle to Neutral, Raises Price Target to $100",05/02/2020,ALB
55 Stocks Moving In Tuesday's Mid-Day Session,04/02/2020,ALB
Shares of basic materials companies are trading higher amid a rebound in global equities following last week's selloff on coronavirus fears.,04/02/2020,ALB
"Wells Fargo Maintains Equal-Weight on Albemarle, Raises Price Target to $80",15/01/2020,ALB
17 Basic Materials Stocks Moving In Wednesday's Pre-Market Session,08/01/2020,ALB
"Benzinga's Top Upgrades, Downgrades For January 3, 2020",03/01/2020,ALB
"Albemarle Sees FY24 Sales $4.4B-$5B, Adj. EBITDA $1.5M-$1.8M",12/12/2019,ALB
"Morgan Stanley Maintains Underweight On Albemarle, Lowers Target To $50 Notes 'it's now consensus that lithium is oversupplied, but 2021+ expectations on demand and price remain too optimistic'",22/11/2019,ALB
10 Biggest Price Target Changes For Friday,22/11/2019,ALB
"Morgan Stanley Maintains Underweight on Albemarle, Lowers Price Target to $50",22/11/2019,ALB
Albemarle Shares Rebound From Session Low; Hearing Hedgeye Named Stock A New Long Idea,21/11/2019,ALB
"Benzinga's Top Upgrades, Downgrades For November 14, 2019",14/11/2019,ALB
Seaport Global Downgrades Albemarle to Neutral,14/11/2019,ALB
"Benzinga's Top Upgrades, Downgrades For November 13, 2019",13/11/2019,ALB
"Citigroup Downgrades Albemarle to Sell, Lowers Price Target to $58",13/11/2019,ALB
"Benzinga's Top Upgrades, Downgrades For November 12, 2019",12/11/2019,ALB
10 Biggest Price Target Changes For Tuesday,12/11/2019,ALB
"UBS Maintains Buy on Albemarle, Lowers Price Target to $87",12/11/2019,ALB
"RBC Capital Downgrades Albemarle to Sector Perform, Lowers Price Target to $71",12/11/2019,ALB
Albemarle shares are trading lower after JP Morgan downgraded the stock from Neutral to Underweight and lowered the price target from $68 to $60 per share.,08/11/2019,ALB
"Benzinga's Top Upgrades, Downgrades For November 8, 2019",08/11/2019,ALB
"A Peek Into The Markets: US Stock Futures Flat Ahead Of Economic Data, Fed Speakers",08/11/2019,ALB
"JP Morgan Downgrades Albemarle to Underweight, Lowers Price Target to $60",08/11/2019,ALB
Albemarle shares are trading higher despite reporting worse-than-expected Q3 earnings results.,07/11/2019,ALB
Albemarle Option Alert: Dec 20 $70 Calls Sweep (46) near the Ask: 910 @ $3.8 vs 2240 OI; Ref=$71.2,07/11/2019,ALB
Albemarle CEO Says Lithium Division Will See Lower Financial Performance In 2020 Vs 2019 Due To Pricing Pressure,07/11/2019,ALB
"Albemarle Corp Says In 'Active Discussions' With Customers On Price, Timing And Other Facets Of Long-Term Contracts; Has Started Talks To Sell Fine Chemistry Services And Performance Catalyst Solutions Businesses",07/11/2019,ALB
Albemarle Sees FY19 Adj. EPS 6.00-$6.20 vs $6.12 Est.,06/11/2019,ALB
"Albemarle Q3 Adj. EPS $1.53 Misses $1.57 Estimate, Sales $879.7M Miss $890.57M Estimate",06/11/2019,ALB
"Earnings Scheduled For November 6, 2019",06/11/2019,ALB
Albemarle shares are trading higher after the company announced the completion of Lithium JV with Mineral Resources Limited.,01/11/2019,ALB
Albemarle Announces Completion of Lithium JV with Mineral Resources Limited,01/11/2019,ALB
"Jim Cramer Weighs In On Wendy's, CME Group And More",29/10/2019,ALB
"Benzinga's Top Upgrades, Downgrades For October 28, 2019",28/10/2019,ALB
Bank of America Downgrades Albemarle to Underperform,28/10/2019,ALB
10 Biggest Price Target Changes For Friday,25/10/2019,ALB
17 Stocks Moving in Friday's Pre-Market Session,25/10/2019,ALB
"BMO Capital Maintains Outperform on Albemarle, Lowers Price Target to $80",25/10/2019,ALB
"Wells Fargo Maintains Market Perform on Albemarle, Lowers Price Target to $65",25/10/2019,ALB
Albemarle shares are trading lower after the company cut its FY19 EPS and sales guidance. The company also issued Q3 sales guidance below analyst estimates.,25/10/2019,ALB
Albemarle Sees Prelim. Adj. Q3 EPS $1.53 vs $1.62 Est.,24/10/2019,ALB
"Albemarle Cuts Prelim. FY19 Adj. EPS From $6.25-$6.65 To $6.00-$6.20 vs $6.27 Est., Cuts Prelim. Sales Guidance From $3.65B-$3.85B To $3.6B-$3.7B vs $3.63B Est.",24/10/2019,ALB
Shares of several basic material companies are trading higher on renewed trade optimism. White House Economic Advisor Larry Kudlow said the December tariffs could be removed if U.S.-China trade talks go well.,21/10/2019,ALB
"Benzinga's Top Upgrades, Downgrades For October 16, 2019",16/10/2019,ALB
"Wells Fargo Initiates Coverage On Albemarle with Market Perform Rating, Announces $75 Price Target",16/10/2019,ALB
Shares of several basic material companies are trading higher after President Trump made positive remarks on the U.S.-China trade talks as traders grew more optimistic over the possibility of a limited trade deal. Trump is scheduled to meet with Chinese Vice Premier Liu He at the White House today.,11/10/2019,ALB
"Citigroup Maintains Neutral on Albemarle, Lowers Price Target to $73",09/10/2019,ALB
"Shares of several basic material companies are trading lower as optimism around the upcoming U.S.-China trade talks waned. A report says China is toning down its expectations of the meeting. The U.S. expanded its trade blacklist, and scheduled an increase in tariffs on $250 billion worth of Chinese goods from 25% to 30% on Oct. 15, which will go into effect if no progress is made.",08/10/2019,ALB
"Buckingham Maintains Neutral on Albemarle, Lowers Price Target to $75",03/10/2019,ALB
"UBS Maintains Buy on Albemarle, Lowers Price Target to $105",02/10/2019,ALB
"Gabelli & Co. Initiates Coverage On Albemarle with Buy Rating, Announces $109 Price Target",12/09/2019,ALB
"Bank of America Reiterates Buy on Albemarle, Lowers Price Target to $83",12/08/2019,ALB
"Oppenheimer Maintains Outperform on Albemarle, Lowers Price Target to $128",09/08/2019,ALB
"SunTrust Robinson Humphrey Maintains Buy on Albemarle, Lowers Price Target to $100",09/08/2019,ALB
Albemarle shares are trading higher after the company reported better-than-expected Q2 EPS results. The company also raised FY19 EPS guidance above analyst estimates.,08/08/2019,ALB
Albemarle Raises FY19 Adj. EPS Guidance From $6.10-$6.50 To $6.25-$6.65 vs $6.18 Estimate,07/08/2019,ALB
"Albemarle Q2 EPS $1.55 Beats $1.44 Estimate, Sales $885.1M Miss $892.37M Estimate",07/08/2019,ALB
"Earnings Scheduled For August 7, 2019",07/08/2019,ALB
"Jim Cramer Advises His Viewers On Colgate-Palmolive, Banco Santander And More",01/08/2019,ALB
Albemarle Corp Executive Says Company Sees Demand For Lithium Remaining Strong; Says Company Continues To Expect Annual Global Lithium Demand Will Hit 1 Million Tonnes By 2025,11/06/2019,ALB
"Top 10 Most Oversold Stocks Via Benzinga Pro's Radar Tool For Tue., May 14, 2019",14/05/2019,ALB
"Albemarle Option Alert: Jan, 2021 $75 Calls at the Ask: 809 @ $10.0 vs 2743 OI; Ref=$69.53",13/05/2019,ALB
"Albemarle Reaffirms FY19 Guidance; Sees Adj. EPS $6.10-$6.50 vs $6.21 Est., Sales $3.65B-$3.85B vs $3.68B Est.",08/05/2019,ALB
Albemarle shares are trading higher after the company reported better-than-expected Q1 EPS and sales results.,08/05/2019,ALB
"Albemarle Q1 EPS $1.26 Beats $1.25 Estimate, Sales $832.064M Beat $817.04M Estimate",08/05/2019,ALB
Q1 Earnings Preview For Albemarle,08/05/2019,ALB
"Earnings Scheduled For May 8, 2019",08/05/2019,ALB
UPDATE: Morgan Stanley Remains Bearish On Lithium Prices Following Trip To Chile; Reduces Sociedad Quimica y Minera Target From $44 To $35,12/04/2019,ALB
Morgan Stanley Remains Underweight On Sociedad Quimica And Albemarle After Firm Returned From Chile After Meeting With Sociedad And Industry Contacts 'less optimistic about both the possibility of an early lease renewal and the pace of SQM's expansion',12/04/2019,ALB
"KeyBanc Maintains Overweight on Albemarle, Lowers Price Target to $110",12/04/2019,ALB
"Albemarle Shares Spike 0.7% Amid Reuters Report US Gov't Officials Plan to Meet With Execs From Automakers, Lithium Miners In Early May As Part Of An Effort To Launch A National Electric Vehicle Supply Chain Strategy",05/04/2019,ALB
"Shares of Albermarle Corp Trading at the Highs as Reuters Reports U.S. Officials, Automakers, Lithium Miners to Meet in May to Plan National EV Supply Chain Stategy",05/04/2019,ALB
"Jim Cramer Gives His Opinion On Nokia, Salesforce And More",04/04/2019,ALB
10 Biggest Price Target Changes For Friday,29/03/2019,ALB
"Buckingham Maintains Neutral on Albemarle, Lowers Price Target to $88",29/03/2019,ALB
Albemarle Sees Q1 Adj. EPS $1.20-$1.25 vs $1.33 Estimate,28/03/2019,ALB
"Albemarle Sees Q1 Shift Of 3-3.5K Tons Volume, Will Impact Sales $40M-$45M, EBITDA $15M-$18M",28/03/2019,ALB
Albemarle Reaffirms FY18 Guidance,28/03/2019,ALB
Albemarle Raises Quarterly Dividend From $0.335 To $0.3675/Share,26/02/2019,ALB
"Deutsche Bank Maintains Hold on Albemarle, Raises Price Target to $95",25/02/2019,ALB
65 Biggest Movers From Yesterday,22/02/2019,ALB
50 Stocks Moving In Thursday's Mid-Day Session,21/02/2019,ALB
Albemarle Shares Unaffected As Jefferies Cuts Price Target From $150 To $137 In Mid-Day Note; Maintains Buy Rating,21/02/2019,ALB
Albemarle shares are trading higher after the company beat Q4 EPS and sales estimates; the company also issued FY19 guidance inline with estimates.,21/02/2019,ALB
31 Stocks Moving In Thursday's Pre-Market Session,21/02/2019,ALB
"11 Stocks To Watch For February 21, 2019",21/02/2019,ALB
5 Stocks Moving In Wednesday's After-Hours Session,20/02/2019,ALB
Albemarle shares are trading higher after the company beat Q4 EPS and sales estimates; the company also issued FY19 guidance inline with estimates.,20/02/2019,ALB
Albemarle Sees FY19 Adj EPS $6.10-$6.50 vs $6.14 Estimate,20/02/2019,ALB
"Albemarle Q4 EPS $1.53 Beats $1.47 Estimate, Sales $921.699M Beat $894.83M Estimate",20/02/2019,ALB
A Preview Of Albemarle's Q4 Earnings,20/02/2019,ALB
"Earnings Scheduled For February 20, 2019",20/02/2019,ALB
8 Biggest Price Target Changes For Tuesday,05/02/2019,ALB
"Benzinga's Top Upgrades, Downgrades For February 5, 2019",05/02/2019,ALB
"Citigroup Downgrades Albemarle to Neutral, Lowers Price Target to $81",05/02/2019,ALB
21 Stocks Moving In Friday's Pre-Market Session,25/01/2019,ALB
UPDATE: Albemarle Says Corfo Will Not File Previously-Disclosed Arbitration Claim,24/01/2019,ALB
Albemarle Reports Resolution With Corfo In Chile,24/01/2019,ALB
Albemarle And Chile Govt Reach Agreement In Lithium Dispute,24/01/2019,ALB
10 Biggest Price Target Changes For Tuesday,15/01/2019,ALB
"UPDATE: Nomura Downgrades Livent And Albemarle As Firm Expects 'price data points to surprise negatively in coming months, although we see ALB's and LTHM's own ASP's doing better than the overall market'",15/01/2019,ALB
"Benzinga's Top Upgrades, Downgrades For January 15, 2019",15/01/2019,ALB
"Nomura Downgrades Albemarle to Neutral, Lowers Price Target to $85",15/01/2019,ALB
58 Biggest Movers From Yesterday,04/01/2019,ALB
44 Stocks Moving In Thursday's Mid-Day Session,03/01/2019,ALB
Albemarie shares are trading lower after Berenberg downgraded the stock from Buy to Hold.,03/01/2019,ALB
"Benzinga's Top Upgrades, Downgrades For January 3, 2019",03/01/2019,ALB
Berenberg Downgrades Albemarle to Hold,03/01/2019,ALB
Albemarle Begins Earthworks At Kemerton Project,02/01/2019,ALB
Chile To Delay Arbitration Procedures Against Top Lithium Producer Albermarle In Anticipation Of New Offer,27/12/2018,ALB
"Stocks Which Set New 52-Week Low Yesterday, Tues., Dec. 20, 2018",20/12/2018,ALB
"Stocks Which Set New 52-Week Low Last Trading Session, Fri., Dec. 14, 2018",17/12/2018,ALB
Albemarle Reports Deal With Mineral Sources Limited To Form Lithium JV In Western Australia,14/12/2018,ALB
"Stocks That Will Be Trading Ex Dividend Thurs., Dec. 13, 2018",12/12/2018,ALB
"Benzinga's Top Upgrades, Downgrades For December 10, 2018",10/12/2018,ALB
"HSBC Upgrades Albemarle to Buy, Announces $112.50 Price Target",10/12/2018,ALB
Albemarle Pressing Chile To Reverse Lithium Quota Decision,05/12/2018,ALB
"Benzinga's Top Upgrades, Downgrades For December 3, 2018",03/12/2018,ALB
"HSBC Initiates Coverage On Albemarle with Hold Rating, Announces $112.50 Price Target",03/12/2018,ALB
Albemarle Exec Eric Norris Speaking At Citi's Basic Materials Battery Value Chain Conference: Global Lithium Demand Forecast Is Probably Biased Upwards From Feb. Forecast For Lithium Demand Of 800K Tonnes By 2025,28/11/2018,ALB
Chile Says it Will File an Arbitration Case Against Albemarle Related to a Contract by December 15th,26/11/2018,ALB
"Albemarle Reports Purchase Of 50% Interest In 50/50 Joint Venture With Mineral Resources Limited To Own, Operate Wodgina Hard Rock Lithium Mine For $1.15B",21/11/2018,ALB
"Albemarle Launches Innovative XPLORE Platform And Its First Product, KF 787 PULSAR",15/11/2018,ALB
"Buckingham Initiates Coverage On Albemarle with Neutral Rating, Announces $106 Price Target",15/11/2018,ALB
Chile Environmental Regulators Reject Albemarle Plans to Boost Lithium Output,13/11/2018,ALB
"Jim Cramer Shares His Thoughts On Albermarle, Cisco And More",08/11/2018,ALB
"Albemarle Reaffirms FY18 Guidance Of Adj. EPS $5.30-$5.50 vs $5.39 Est., Sales $3.3B-$3.5B vs $3.38B Est.",07/11/2018,ALB
"Albemarle Q3 Adj. EPS $1.31 Beats $1.25 Estimate, Sales $777.75M Miss $796.65M Estimate",07/11/2018,ALB
Q3 Earnings Preview For Albemarle,07/11/2018,ALB
"Earnings Scheduled For November 7, 2018",07/11/2018,ALB
Chilean Government Says To Seek International Arbitration Over Lithium Miner Albemarle's Alleged Failure To Adhere To Contract News,17/10/2018,ALB
"Albemarle Shares Down ~0.6% Over Last Few Mins Amid Report Co., Chilean Corfo Fail To Reach Deal Related To Lithium Price",17/10/2018,ALB
"Albemarle CEO Luke Kissam, Speaking In Interview, Says Sees Co.'s Sole Focus Could Eventually Be Lithium Operations",27/09/2018,ALB
"Vertical Research Initiates Coverage On Albemarle with Sell Rating, Announces $85 Price Target",25/09/2018,ALB
"Stocks Trading Ex Dividend For Thurs., Sep. 13, 2018",14/09/2018,ALB
"Stocks Trading Ex Dividend For Thurs., Sep. 13, 2018",13/09/2018,ALB
Albemarle Eyeing FMC Corp. 'If Its IPO [Of Lithium Business] Stumbles,05/09/2018,ALB
"SunTrust Robinson Humphrey Upgrades Albemarle to Buy, Raises Price Target to $115",04/09/2018,ALB
Albemarle Option Alert: Sep 21 $95 Puts Sweep (24) near the Bid: 900 @ $2.0 vs 2709 OI; Ref=$95.57,30/08/2018,ALB
Albemarle Investing Millions of Dollars to Engineer Specialized Types of Lithium for Electric Car Batteries,30/08/2018,ALB
Albemarle shares are up 7.1% after the company beat Q2 earnings estimates and raised its 2018 guidance.,08/08/2018,ALB
"Albemarle Sees Global Lithium Demand Of 800K Metric Tons By 2025, CEO Sees No Scenario Where Contract Lithium Pricing Could Fall Significantly In The Next Several Years",08/08/2018,ALB
Albemarle In China Expects To See An Increases IN Lithium Hydroxide Demand Due To Rising EV Adoption,08/08/2018,ALB
"UPDATE: Albemarle Raises FY18 Adj. EPS Guidance From $5.10-$5.40 To $5.30-$5.50 vs $5.27 Estimate, Sales $3.3B-$3.5B vs $3.32B Est.",07/08/2018,ALB
Albemarle Raises FY18 Guidance,07/08/2018,ALB
"Albemarle Q2 EPS $1.36 Beats $1.28 Estimate, Sales $853.874M Beat $798.22M Estimate",07/08/2018,ALB
"Earnings Scheduled For August 7, 2018",07/08/2018,ALB
"Albemarle Corporation Announces Netha Johnson as President, Bromine Specialties",25/07/2018,ALB
"Albemarle Announces That Eric Norris Becomes President, Lithium",25/07/2018,ALB
"Head of Tesla Supplier Albermarle Corp's Lithium Unit, John Mitchell to Leave; To be Replaced by Eric Norris on August 1",25/07/2018,ALB
"Jim Cramer Weighs In On Albemarle, PayPal, Goodyear And More",11/07/2018,ALB
"Benzinga's Top Upgrades, Downgrades For July 3, 2018",03/07/2018,ALB
Goldman Sachs Upgrades Albemarle to Buy,03/07/2018,ALB
A 2018 Midyear Update: The 10 Worst-Performing S&P 500 Stocks,01/07/2018,ALB
Albemarle Earlier After-Hours 8-K Showed News Of $250M Uncollared Accelerated Buyback Plan Via JP Morgan Chase Bank,14/05/2018,ALB
"Albemarle Sees FY18 EPS $5.10-$5.40 vs $5.17 Est., Sales $3.2B-$3.4B vs $3.3B Est.",09/05/2018,ALB
"Albemarle Q1 EPS $1.30 Beats $1.21 Estimate, Sales $821.629M Beat $803.36M Estimate",09/05/2018,ALB
"Earnings Scheduled For May 9, 2018",09/05/2018,ALB
28 Stocks Moving In Tuesday's Pre-Market Session,08/05/2018,ALB
"Albemarle, DuPont To Collaborate On Hydroprocessing",24/04/2018,ALB
Citigroup Upgrades Albemarle to Buy,13/04/2018,ALB
"KeyBanc Maintains Overweight on Albemarle, Lowers Price Target to $140.00",12/04/2018,ALB
"Citigroup Maintains Neutral on Albemarle, Lowers Price Target to $95.00",10/04/2018,ALB
"Stocks That Made New 52-Wk Lows Today Include: Incyte, Merck, Mallinckrodt, Celgene, Cerner, Willams Cos., AMD, Albemarle, Kinder Morgan, Western Union, Walgreens, Kraft Heinz, Nielsen, and Alliance Data Systems",03/04/2018,ALB
The S&P 500's Biggest Gainers And Losers In A Turbulent First Quarter,01/04/2018,ALB
Argus Lowers Albemarle From $148 To $125 As The Firm Cuts Five-Year EPS Growth Forecast From 17% To 15%; Says Co. May Be Negatively Impacted As Sociedad Quimica Resolved A Payment Dispute With The Chilean Govt. Which Will Allow Them To Boost Lithium Prod.,27/03/2018,ALB
Recent Strength In Albemarle And Cigna Being Attributed To Unusual Options Mention By Najarian On CNBC Halftime Report,20/03/2018,ALB
The Long-Term View On Lithium,19/03/2018,ALB
"Albemarle Corporation Receives Increase In Lithium Quota To As Much As 145,000 Metric Tons For Its Chile Operations",09/03/2018,ALB
"Benzinga's Bulls & Bears Of The Week: Fitbit, GE, Intel, Target, Walmart And More",05/03/2018,ALB
"BMO Capital Maintains Outperform on Albemarle, Lowers Price Target to $130.00",02/03/2018,ALB
"Jim Cramer Weighs In On Albemarle, Square And More",02/03/2018,ALB
"Citigroup Maintains Neutral on Albemarle, Lowers Price Target to $112.00",01/03/2018,ALB
"KeyBanc Maintains Overweight on Albemarle, Lowers Price Target to $148.00",01/03/2018,ALB
Mid-Afternoon Market Update: Student Transportation Rises On Acquisition News; Frontier Communications Shares Plunge,28/02/2018,ALB
Mid-Day Market Update: Huron Consulting Falls After Downbeat Q4 Results; PHH Shares Surge,28/02/2018,ALB
Mid-Morning Market Update: Markets Open Higher; Lowe's Profit Misses Views,28/02/2018,ALB
"Albermarle Sees FY18 Adj. EPS $5-$5.40 vs $5.14 Est., Sales $3.2B-$3.4B vs $3.24B Est.",27/02/2018,ALB
"Albemarle Reports Q4 Adj. EPS $1.34 vs $1.21 Est., Sales $857.8M vs $795.5M Est.",27/02/2018,ALB
Albemarle Q4 Earnings Preview,27/02/2018,ALB
"Benzinga's Top Upgrades, Downgrades For February 27, 2018",27/02/2018,ALB
"Berenberg Initiates Coverage On Albemarle with Buy Rating, Announces $150.00 Price Target",27/02/2018,ALB
38 Biggest Movers From Yesterday,27/02/2018,ALB
"12 Stocks To Watch For February 27, 2018",27/02/2018,ALB
"Earnings Scheduled For February 27, 2018",27/02/2018,ALB
28 Stocks Moving In Monday's Mid-Day Session,26/02/2018,ALB
"Benzinga's Top Upgrades, Downgrades For February 26, 2018",26/02/2018,ALB
"Morgan Stanley Downgrades Albemarle On Supply, Pricing Concerns",26/02/2018,ALB
Morgan Stanley Downgrades Albemarle to Underweight,26/02/2018,ALB
"Benzinga's Top Upgrades, Downgrades For February 23, 2018",23/02/2018,ALB
Argus: Albemarle Has 30% Upside On Strong Lithium Demand,23/02/2018,ALB
"Argus Initiates Coverage On Albemarle with Buy Rating, Announces $148.00 Price Target",23/02/2018,ALB
Albemarle Raises Qtr. Dividend From $0.32 To $0.335/Share,23/02/2018,ALB
30 Stocks Moving In Tuesday's Pre-Market Session,20/02/2018,ALB
"Benzinga's Top Upgrades, Downgrades For January 30, 2018",30/01/2018,ALB
UBS Upgrades Albemarle to Buy,30/01/2018,ALB
38 Biggest Movers From Yesterday,19/01/2018,ALB
"Lithium Stocks Continue Lower Following Jan. 16 News Chile's State-Run Corfo Could Approve SQM Annual Production Increases; Albemarle Down 8% Thurs., Down 12% Since Jan. 16, FMC Down 5.2% Thurs., SQM Down ~2%",18/01/2018,ALB
33 Stocks Moving In Thursday's Mid-Day Session,18/01/2018,ALB
"Jim Cramer Gives His Opinion On Albemarle, Best Buy, Marvell, And More",10/01/2018,ALB
Baird: Albermarle Is The Best Lithium Cycle Play,08/01/2018,ALB
"The Market In 5 Minutes: Bitcoin ETFs, GoPro Downgrade, Nvidia Partners With Uber And Volkswagen",08/01/2018,ALB
Baird Upgrades Albemarle to Outperform,08/01/2018,ALB
"Loop Suggests Investors Take Advantage Of  Recent Albemarle Weakness As There's A Number Of Catalysts Following Divestiture, Which Should Allow Co. To Increase Portfolio Concentration As Lithium Prices Rise",19/12/2017,ALB
W.R. Grace To Acquire Polyolefin Catalysts Business From Albemarle For $416M,14/12/2017,ALB
"Chemical Industry Recovers From Hurricanes, October Output Up",06/12/2017,ALB
"Citigroup Maintains Neutral on Albemarle, Raises Price Target to $142.00",13/11/2017,ALB
Mid-Morning Market Update: Markets Open Lower; Macy's Profit Tops Estimates,09/11/2017,ALB
"UBS Maintains Neutral on Albemarle, Raises Price Target to $150.00",09/11/2017,ALB
Albermarle Raises FY17 Adj. EPS Outlook From $4.20-$4.40 To $4.40-$4.50 vs $4.38 Est.,08/11/2017,ALB
