date,title,sentiment.polarity
2018-11-19T11:30:00+00:00,LSC Lithium Announces Further High Grade and High Yield Pump Test Results on the Pozuelos-Pastos Grandes Project,0.998
2018-11-16T11:00:00+00:00,Plateau Energy Metals Provides General Update,0.982
2018-11-15T13:00:00+00:00,Arena Minerals Announces Strategic Lithium Brine Project Acquisition,0.992
2018-11-13T13:30:00+00:00,"Azincourt Energy Samples High-Grade Lithium Oxide (Li2O) at the Lithium One Project, Southeast Manitoba",0.997
2018-11-13T13:00:00+00:00,Pure Energy Minerals Executes Second Convertible Note Offering and Completes Option Payment,0.999
2018-10-30T13:00:00+00:00,"Azincourt Energy Samples High-Grade Li2O up to 3.83% at the Eagle Pegmatite, Lithium Two Project, Manitoba",0.996
2018-10-30T12:50:00+00:00,QMC Doubles Strike Length of Irgon Dike to 800 Metres,0.962
2018-10-24T13:00:00+00:00,"Azincourt Energy Commences Work Program at Escalera Urainum Project, Peru",0.997
2018-10-18T12:30:00+00:00,NetworkNewsAudio Announces Audio Press Release (APR) on QMC Quantum Minerals Corp. Set to Compete with Big Players on Smaller Scale,0.965
2018-10-17T12:30:00+00:00,NetworkNewsWire Announces Publication on Increased Demand and Market Changes Driving Growth for Canadian Lithium Explorers,0.992
2018-10-16T07:05:00+00:00,"MGX Minerals Announces Expanded Drill Program at Kibby Basin, Nevada Lithium Project; Additional Core Submitted for Assay Analysis",0.989
2018-10-11T12:30:00+00:00,NetworkNewsWire Announces Publication on EV’s Need for Indispensable Li-ion Battery Drives New Demand for Cobalt,0.982
2018-10-10T12:30:00+00:00,QMC Samples Over 4.15% Lithium Li2O,0.908
2018-10-09T20:49:00+00:00,Sigma Lithium Ships Battery Grade Lithium Concentrate Samples to Potential Long Term Off-Take Partners,0.995
2018-10-09T07:05:00+00:00,MGX Signs Definitive Agreement to Acquire Lithium Brine Projects in Chile – Permitting in Place to Commence Drill Program,0.994
2018-10-08T07:05:00+00:00,"MGX Minerals Completes Trenching at Salinitas Lithium Project, Salta Province, Argentina; Drills Targets Identified",0.987
2018-10-04T12:30:00+00:00,NetworkNewsAudio Announces Audio Press Release (APR) on Quantum Minerals Corp. Set for Capitalization of Opportunity Amidst Growing Lithium Demand,0.991
2018-10-03T12:30:00+00:00,NetworkNewsWire Announces Publication on Burgeoning Need for Energy Grid Storage Driving Lithium Demand,0.991
2018-10-01T07:05:00+00:00,"MGX Minerals Announces Additional Assays from Drilling at Kibby Basin, Nevada Lithium Project; Up to 580ppm Lithium",0.987
2018-09-27T13:00:00+00:00,Azincourt Energy Lithium One Exploration Update,0.996
2018-09-27T07:05:00+00:00,"MGX Minerals Preparing to Conduct Drill Program at Francisco Basin Lithium Brine Project, Chile",0.994
2018-09-25T13:00:00+00:00,Centenera Completes 100% El Quemado Earn-In,0.802
2018-09-21T20:39:00+00:00,Pure Energy Comments on Recent Market Activity,0.937
2018-09-20T12:30:00+00:00,NetworkNewsAudio Announces Audio Press Release (APR) on Standard Lithium Ltd. Leveraging “Moneyball” Approach to Create Fast-Track to Production,0.886
2018-09-20T11:30:00+00:00,Dajin Resources Brings Uptick Newswire’s Stock Day Podcast Listeners Up to Speed on The Lithium Extraction Industry,0.999
2018-09-19T12:30:00+00:00,NetworkNewsWire Announces Publication on Automotive Market Evolution May Fuel Strong Demand for Lithium,0.986
2018-09-17T12:30:00+00:00,NetworkNewsAudio Announces Audio Press Release (APR) on Standard Lithium Ltd. (TSX.V: SLL) (FRA: S5L) (OTC: STLHF) Aiming to Leapfrog Competitors in Lithium Supply Space,0.743
2018-09-17T12:30:00+00:00,Drill Program Update: QMC and SGS Canada Commence MMI Survey,0.985
2018-09-14T22:00:00+00:00,"Millrock Announces Cancelation of Agreement on Lithium Brine Project, New Mexico, USA",0.989
2018-09-12T07:05:00+00:00,"MGX Minerals Announces Assays Up To 580ppm  Lithium at Kibby Basin, Nevada Lithium Project",0.99
2018-09-10T07:10:00+00:00,"MGX Minerals Engages SRK Consulting for Chilean Exploration; Drill Permits Issued for Salinitas Lithium Project, Argentina",0.996
2018-09-10T07:05:00+00:00,"MGX Minerals Announces 6.78% Li2O from Spodumene Grab Sample, Gullwing Lake Pegmatite",0.986
2018-09-06T07:05:00+00:00,"MGX Minerals Announces High-Grade Spodumene in 35 m of Pegmatite at Case Lake Lithium Property, Ontario",0.976
2018-09-05T07:05:00+00:00,MGX Minerals Appoints Erich Schnake to South American Lithium Mining Team,0.991
2018-09-04T12:37:00+00:00,"Metallic Stearate Market to hit $7bn by 2024: Global Market Insights, Inc.",0.996
2018-09-03T07:05:00+00:00,"MGX Minerals Identifies Large Geophysical Anomaly at Salinitas Lithium Project, Salinas Grandes, Argentina",0.991
2018-08-31T15:15:00+00:00,Enertopia Provides Corporate Update,0.996
2018-08-29T07:05:00+00:00,MGX Minerals and Engineering Partner PurLucid Achieve 99.7% Lithium Recovery; Low Cost Polymeric Membrane Breakthrough,0.99
2018-08-28T00:21:00+00:00,Successful Production of Premium Quality Boric Acid,0.999
2018-08-27T07:05:00+00:00,"MGX Minerals Announces Completion of First Hole to 1800’ at Kibby Basin, Nevada Lithium Brine Project",0.993
2018-08-23T10:30:00+00:00,"Lithium Chile Hits 480 mg/L of Lithium Brine on 1ST Drill Hole at Ollague, Chile",0.992
2018-08-16T13:00:00+00:00,"Azincourt Energy Samples Up to 3.3% Li2O at Lithium Two Project; Confirms Over 100 Pegmatites at Lithman Properties, Manitoba, Canada",0.998
2018-08-13T07:05:00+00:00,"MGX Minerals Completes TDEM Geophysical Survey at Salinitas Lithium Project - Salinas Grande Salar, Argentina",0.988
2018-08-10T02:29:00+00:00,"Pure Energy Minerals Announces US$225,000 Convertible Note Offering",0.999
2018-08-09T13:00:00+00:00,New Point Exploration Closes $4.6 Million Financing,0.987
2018-08-08T07:05:00+00:00,MGX Acquires Lithium Brine Projects in Chile - Rapid Lithium Extraction to be Tested - Drilling to Commence Shortly,0.987
2018-08-03T14:38:00+00:00,Start-up Phase of Mining to Target Higher Lithium Grades to Increase Cashflow in Early Years,0.995
2018-08-02T07:05:00+00:00,"MGX Announces Drilling at Kibby Basin, Nevada Lithium Brine Project",0.993
2018-07-31T07:05:00+00:00,MGX Minerals Commences Laboratory Bench-Scale Testing of Thermochemical Process to Extract Lithium from Spodumene; Case Lake Lithium Project Bulk Sample Testing Underway,0.994
2018-07-31T03:07:00+00:00,Global Geoscience Quarterly Activities Report,0.995
2018-07-30T08:00:00+00:00,"MGX Minerals Announces Assay Samples Up to 4.43% Li2O at Paterson Lake Lithium Project, Ontario",0.991
2018-07-30T07:05:00+00:00,"MGX Minerals Announces TDEM Geophysical Survey at  Salinitas Lithium Project, Salinas Grande Salar Argentina",0.992
2018-07-26T07:05:00+00:00,"MGX Minerals Announces Mobilization for Drilling at Kibby Basin, Nevada Lithium Brine Project",0.994
2018-07-25T07:05:00+00:00,"MGX Minerals Announces Acquisition of Salinitas Lithium Brine Project at Salinas Grande Salar, Argentina",0.994
2018-07-24T12:30:00+00:00,"QMC Plans MMI Geochemical Survey Over Selected Target Areas on the Irgon Mine Project, S.E. Manitoba",0.97
2018-07-13T07:05:00+00:00,"MGX Minerals Announces Nevada Lithium Brine Project JV with Belmont Resources; Drilling to Commence at Kibby Basin, NV",0.996
2018-07-11T13:00:00+00:00,Azincourt Energy Adds Cat 4 Claim to Lithium Two Project; Expands Eagle Pegmatite to the West,0.994
2018-07-10T12:02:00+00:00,Bearing Announces Settlement of Legal Proceedings over Maricunga Concessions and Application for CEOL to Be Submitted in August 2018,0.983
2018-07-06T13:41:00+00:00,New Point Announces Closing of First Tranche of Private Placement,0.964
2018-06-25T20:49:00+00:00,MGX Minerals Announces Closing of Oversubscribed $15.5M Private Placement for Lithium and Advanced Material Projects,0.992
2018-06-21T12:30:00+00:00,Coverage Initiated for Marifil Mines Ltd. (TSXV: MFM) (OTCQB: MFMLF) via NetworkNewsWire,0.997
2018-06-21T07:05:00+00:00,"MGX Minerals Announces Commencement of Large-Scale  Drill Program at Case Lake Lithium Project, Ontario",0.985
2018-06-20T12:30:00+00:00,Lithium Chile to Begin Drilling Ollague Prospect- Recent Well Sampling Exceeds 1200 mg/l Lithium,0.995
2018-06-15T12:15:00+00:00,"NetworkNewsWire Announces Publication on Prospective Junior Miners, Competitors Engaged in Global Lithium Race",0.978
2018-06-14T13:00:00+00:00,Azincourt Energy Provides Updates on Its Uranium and Lithium Exploration Projects,0.995
2018-06-14T01:48:00+00:00,Successful Completion of A$53 Million Placement,0.994
2018-06-07T00:55:00+00:00,Global Geoscience Appoints Senior Commercial Executives to Rhyolite Ridge Lithium‐Boron Project,0.985
2018-06-06T12:30:00+00:00,NetworkNewsWire Announces Publication on Lithium Producers Ramping Up Efforts in Anticipation of Accelerated Demand and Price Pressure,0.995
2018-06-06T01:22:00+00:00,Development Plans Unveiled for the Rhyolite Ridge Lithium-Boron Project,0.995
2018-06-04T12:00:00+00:00,Second Stage Testing Completed “Assays Pending”,0.997
2018-05-31T12:49:00+00:00,Pure Energy Minerals Announces Completion of Pilot Plant Basic Design at the Clayton Valley Lithium Project,0.997
2018-05-25T12:00:00+00:00,NetworkNewsWire Initiates Coverage for Lithium Chile Inc. (TSX.V:LITH) (OTC:LTMCF),0.983
2018-05-23T12:30:00+00:00,NetworkNewsWire Announces Publication on Lithium Opportunities Ahead of Potential Market Explosion,0.976
2018-05-22T07:05:00+00:00,New Point Acquires Empire Lithium Property in Nevada,0.997
2018-05-16T12:00:00+00:00,New Point Announces Frankfurt Trading Symbol “4NP”,0.956
2018-05-11T12:20:00+00:00,Texas Mineral Resources Highlights Round Top Lithium Potential,0.985
2018-05-09T12:35:00+00:00,"Brazil Minerals, Inc. Advances Its Lithium Project",0.986
2018-05-09T12:00:00+00:00,"Everett Jolly Hosts Jared Lazerson, CEO and Director of MGX Minerals Inc. on Uptick Newswire’s “Stock Day” Podcast",0.964
2018-05-03T02:10:00+00:00,Optimisation Success Leads to Further Significant Reductions in Leach Time and Acid Consumption,0.998
2018-05-02T12:30:00+00:00,"NetworkNewsWire Announces Publication on Lithium Opportunities Amid Unabated Demand, Material Shortages",0.988
2018-05-01T12:34:00+00:00,"Industrial Lithium Battery Innovator Flux Power To Report Q3 ’18 Results and Host Investor Call on Monday May 14, 2018 at 11:00 a.m. ET",0.981
2018-04-23T12:08:00+00:00,"Alabama Graphite Announces Closing of Arrangement and the Completion of its Acquisition by Westwater Resources, Inc.",0.997
2018-04-19T09:30:00+00:00,"Standard Lithium Completes Successful Gravity Geophysical Survey at Cadiz Dry Lake, California Lithium Project",0.996
2018-04-18T12:30:00+00:00,NetworkNewsWire Announces Publication on Lithium Exploration Ramping Up to Meet Demand,0.995
2018-04-16T12:45:00+00:00,QMC Reports Historic Li2O Assays From Drill Program on the Irgon Lithium Mine Property,0.567
2018-04-02T07:05:00+00:00,"MGX Minerals Announces 15,000 Meter Drill Program at Case Lake Lithium JV",0.967
2018-03-29T15:23:00+00:00,SourcingLink.net (SNET) Update on the Lac Fire Lithium Property and Completion of 43-101 Compliant Report with Recommended Work Program,0.765
2018-03-26T14:21:00+00:00,"Industrial Lithium Battery Innovator Flux Power, Named to the 2018 Food Logistics Champions: Rock Stars of the Supply Chain",0.999
2018-03-08T08:05:00+00:00,MGX Minerals Announces Engagement of Dr. James G. Blencoe to Develop a Thermochemical Process for Extracting Lithium from Spodumene; Case Lake Lithium Project Drill Core to be Tested,0.995
2018-03-01T13:00:00+00:00,"Compelling lab results, Lithium solution bench testing up next",0.998
2018-02-27T12:38:00+00:00,Pure Energy Minerals Provides Update on Clayton Valley Lithium Project,0.997
2018-02-22T08:05:00+00:00,"MGX Minerals Announces Completion of 3,000 Metre Drill Program at Case Lake Lithium; 8,000 Metre Spring Drill Program Planned",0.985
2018-02-21T00:47:00+00:00,Global Geoscience: Optimisation Success Reduces Leach Time By 60%,0.995
2018-02-14T08:05:00+00:00,MGX Minerals Commences Lithium Brine Testing in Chile; Multiple Projects to be Evaluated,0.918
2018-02-12T13:29:00+00:00,"Pure Energy Minerals Launches Maiden Drill Program at its  Terra Cotta Lithium Project, Argentina",0.995
2018-02-06T17:54:00+00:00,Pure Energy Minerals Completes First Tranche of Private Placement Offering,0.996
2018-02-02T12:30:00+00:00,Enertopia Provides Corporate Update,0.996
2018-01-24T08:05:00+00:00,"MGX Minerals Announces 1.79% Li 186ppm Ta Over 6m at Case Lake Lithium, Ontario",0.974
2018-01-23T23:03:00+00:00,Quarterly Activities Report For the period ending 31 December 2017,0.994
2018-01-22T20:56:00+00:00,Innovation Metals Corp. Announces Successful Laboratory-Scale Separation of Lithium from Lithium Brines and the Potential Production of Battery-Grade Lithium Carbonate Using Proprietary Low-Cost RapidSX™ Process,0.992
2018-01-22T08:05:00+00:00,"MGX Minerals Announces Spodumene Mineralization Intersected on New Northeast Dyke at Case Lake; Drill Program Increased to 3,000 metres",0.968
2018-01-18T13:30:00+00:00,NetworkNewsWire Announces Publication on Lithium Producers on Watch List for Investment,0.989
2018-01-18T08:05:00+00:00,MGX Minerals Announces 2.07 % Li2O and 213.96 ppm Ta Over 18.0 m at Case Lake,0.978
2018-01-17T13:30:00+00:00,NetworkNewsWire Announces Publication on M&A Potential as Lithium Suppliers Amp-Up Production,0.992
2018-01-17T01:56:00+00:00,Global Geoscience appoints Amec Foster Wheeler for Rhyolite Ridge PFS,0.994
2018-01-12T13:30:00+00:00,NetworkNewsWire Announces Publication on Global Lithium Push and Opportunities for Suppliers,0.997
2018-01-12T11:30:00+00:00,Testing Update 99.99% Magnesium left behind in Lithium host rock,0.999
2018-01-11T21:00:00+00:00,NetworkNewsWire Announces Publication on the Growing Value of the Lithium Market,0.989
2018-01-10T08:05:00+00:00,MGX Minerals Announces Commencement of Drill Program at Case Lake Lithium Project,0.949
2018-01-08T18:25:00+00:00,Alabama Graphite Announces Reporting of Financial Results for Fiscal 2017 and Provides Update,0.999
2018-01-05T08:05:00+00:00,MGX Minerals Announces 17.0 Metres of 1.81% Li2O at Case Lake Lithium Project,0.962
2017-12-22T16:21:00+00:00,Liberty One Lithium Initiates Development Plans for 2018,0.999
2017-12-19T13:00:00+00:00,Enertopia Provides 2017 Year-end Update,0.997
2017-12-13T22:00:00+00:00,"Westwater Resources, Inc. to Acquire Alabama Graphite Corp.",1
2017-12-13T12:54:00+00:00,Pure Energy Minerals Receives Permit for Drilling  at Terra Cotta Lithium Project,0.997
2017-12-06T16:33:00+00:00,Montero Confirms Spodumene as the Dominant Lithium Mineral at the Soris Lithium Project in Namibia,0.995
2017-12-06T13:00:00+00:00,"Strategic Alliance for Lithium Brine Exploration in Railroad Valley, Nevada",0.998
2017-12-06T12:30:00+00:00,Pure Energy Minerals Announces Completion of Acquisition of Clayton NE Claims,0.997
2017-12-05T15:22:00+00:00,"TGI Solar Power Group, Inc. Electric Vehicles Update",0.939
2017-12-04T08:05:00+00:00,MGX Minerals’ Joint Venture Partner Power Metals Samples up to 7.14% Li2O on Surface at Case Lake Lithium Property,0.987
2017-11-29T13:00:00+00:00,Majority of Tenements in Pilbara Granted,0.986
2017-11-28T14:35:00+00:00,TGI Solar Power Is Pleased To Announce That It Has Signed a MOU with Electric Cars Ltd of Kiev,0.966
2017-11-27T23:01:00+00:00,Global Geoscience Appoints Senior Executive to Manage Rhyolite Ridge Lithium‐Boron Project,0.994
2017-11-27T08:05:00+00:00,"MGX Minerals Announces New Discoveries and Completion of 50 Hole Drill Program At Case Lake Lithium, Ontario; 20 Hole Follow-up Drill Program Set For January 2018",0.985
2017-11-23T13:00:00+00:00,Lithium Target at Tambourah With Rock Chip Assays Up to 1.47% Li2O,0.998
2017-11-16T08:05:00+00:00,MGX Minerals Announces Case Lake Lithium Project Drilling Nears Completion,0.995
2017-11-08T12:30:00+00:00,Pure Energy Minerals Announces Further Expansion of Clayton Valley Lithium Project,0.999
2017-11-08T12:00:00+00:00,"Pacific Rim Cobalt Provides Corporate Update Post Successful Acquisition, Financing and Listing on the Canadian Securities Exchange",0.997
2017-11-02T12:30:00+00:00,MGX Minerals’ Joint Venture Partner Power Metals Drills 26.0 Metres of 1.94% Li2O and 323.75 ppm Ta at Case Lake Property,0.993
2017-10-31T16:34:00+00:00,Global Geoscience: Quarterly Activities Report For the period ending 30 September 2017,0.993
2017-10-31T15:34:00+00:00,Global Geoscience Doubles High-Grade Lithium-Boron Mineral Resource,0.999
2017-10-31T11:30:00+00:00,Pure Energy Minerals Announces Positive New Results From Geophysical Exploration at Its Clayton Valley Lithium Project,0.997
2017-10-16T18:54:00+00:00,Alabama Graphite Provides Corporate Update,1
2017-10-13T12:00:00+00:00,Path Cleared for Grant and Exploration of Macarthur Minerals’ Pilbara Tenements Prospective for Conglomerate Gold and Lithium,0.995
2017-10-11T11:41:00+00:00,Pure Energy Minerals Announces MOU With Major Technology and Engineering Firms for Innovative Lithium Pilot Plant,1
2017-10-10T13:17:00+00:00,Alabama Graphite Announces Letter of Intent (LOI) to Supply Battery-Ready Graphite Products to U.S. Lead-Acid Battery Manufacturer,0.999
2017-10-04T12:00:00+00:00,Artemis Resources Paid Option Fee to Secure Macarthur Minerals Tenements Prospective for Conglomerate Gold in Pilbara Region – Western Australia,0.998
2017-10-04T12:00:00+00:00,Discover Battery Appoints New Director - Product & Business Development (Advanced Energy Systems),0.996
2017-10-02T12:00:00+00:00,Pure Energy Minerals Announces Positive Results From Geophysical Program at Its Terra Cotta Lithium Project in Argentina,0.997
2017-09-29T10:30:00+00:00,Southern Lithium Announces Amendment to Definitive Agreement with Millennial Lithium,0.995
2017-09-28T16:05:00+00:00,A$30 Million Fully Underwritten Placement to Advance Rhyolite Ridge Lithium-Boron Project,0.995
2017-09-28T12:00:00+00:00,Pure Energy Minerals Completes Non-Brokered Private Placement,0.981
2017-09-28T12:00:00+00:00,Macarthur Minerals Announces First Deal on Conglomerate Gold With Artemis Resources in Pilbara Region - Western Australia,0.999
2017-09-25T14:46:00+00:00,Rhyolite Ridge Lithium-Boron Project Further De-Risked With Procurement of Water Rights,0.984
