,headline,date,snippet,source
50,SQM’s Ponce Steps Down as Chairman; Potash Elects Directors,22/04/2015,Potash Corp. of Saskatchewan Inc. has the best chance in seven years of taking over Soc. Quimica & Minera de Chile SA as a stock slump and trading probe threaten to loosen the chairman’s grip on the fertilizer maker.,reuters
51,Australia Court Recommends No Exemptions to Lithium Project: SQM,12/09/2018,"Chile’s political and business elites are breathing a sigh of relief after final rulings on major corruption cases. For some, though, the authorities have merely papered over the problem.",reuters
52,Lithium Giant SQM Surges as Shareholder Puts Stake Up for Sale,18/12/2015,"Soc. Quimica y Minera de Chile SA, the country’s largest fertilizer producer, fell the most in five years after Russia’s OAO Uralkali said it would abandon a cartel that underpinned prices for a principal ingredient.",reuters
53,Chile Opening New Flank in Battle With Chemicals Giant SQM,07/06/2016,"Howard Kindler, 57, dipped into his pension to turn property investor, spending a third of his retirement savings and taking out a mortgage to buy a Melbourne apartment.",reuters
54,Tianqi’s Search for Lithium Sources Sends Chile’s SQM Soaring,26/09/2016,"Soc. Quimica y Minera de Chile SA, the country’s largest fertilizer producer, fell to the lowest in five years after the company reported a bigger-than-expected drop in profit as potash prices slumped.",reuters
55,SQM CEO Ousted After Board Clash in Chile Probe; Shares Fall,17/03/2015,Sociedad Quimica & Minera de Chile rose the most in more than three months today after China’s Tianqi Lithium Industries Inc. said it had acquired a stake in the world’s second-largest producer of lithium.,reuters
56,Tianqi’s Search for Lithium Sources Sends Chile’s SQM Soaring,26/09/2016,"Howard Kindler, 57, dipped into his pension to turn property investor, spending a third of his retirement savings and taking out a mortgage to buy a Melbourne apartment.",reuters
57,Lithium Mogul Opens Door to SQM Exit as Holdco Hires Adviser,13/11/2015,Chile’s benchmark IPSA posted its biggest monthly loss among the world’s major stock indexes amid tax concern and a tumble in the shares of fertilizer maker Soc. Quimica y Minera de Chile SA.,reuters
58,Tesla locked in talks with Chile’s SQM over lithium investment,30/01/2018,"Tesla is in talks with Chile’s largest lithium producer SQM about investing in supplies of the battery material, as it ramps up production of its first mass-market electric car.",reuters
59,Tianqi readies HK listing ahead of SQM deal,21/08/2018,"China’s biggest producer of lithium, the battery raw material, has chosen Morgan Stanley and CLSA for a listing in Hong Kong to fund its $4.07bn purchase of a stake in Chile’s SQM, according to a prospectus.",reuters
60,Tianqi Lithium buys into Chile’s SQM,18/05/2018,"Shenzhen-listed Tianqi paid a 12 per cent premium for the SQM shares held by Canada’s Nutrien, which was required to sell as part of the merger between PotashCorp and Agrium that created it.",reuters
61,Shares of lithium producers Albemarle and SQM rattled by gloomy forecast,27/02/2018,"Shares in US-listed Albemarle fell as much as 10 per cent, while those of rival SQM dropped 8 per cent after analysts at Morgan Stanley cautioned that the lithium price could plunge 45 per cent over the next four years.",reuters
62,RPT-Chilean lithium miner SQM dealt blow by environmental court ruling,28/12/2019,"´s northern Atacama Desert about the use of water by SQM,the world´s Court in the nearbycity of Antofagasta calls into jeopardy SQM´s $400",reuters
63,Lithium miner SQM considering options after environmental court ruling,27/12/2019,"By Aislinn Laing(Reuters) - SQM, the world´s No. 2 lithium producer´s northern Atacama Desert. SQM said in a statement sent to Reuters",reuters
64,Chilean lithium miner SQM dealt blow by environmental court ruling,26/12/2019,"northern Atacama Desert about the use of water by SQM, the world´s No. 2 in the nearby city of Antofagasta calls into jeopardy SQM´s $400 million",reuters
65,Chile's SQM to decide on future of lithium holdings in Maricunga by year's end: mining minister,28/11/2019,"top lithium miner SQM to decide by year's end what it will do. ""We have asked SQM, which has holdings on the flat, to participate",reuters
66,Chile's SQM to decide on future of lithium holdings in Maricunga by year's end - mining minister,28/11/2019,"asked toplithium miner SQM to decide by year's end what it will do asked SQM, which has holdings on the flat, toparticipate in a work group",reuters
67,"Lithium miner SQM dodges impacts from Chile protests, hit by lower prices",21/11/2019,By Dave Sherwood SANTIAGO (Reuters) - Chilean miner SQM  CEO Ricardo,reuters
68,Lithium miner SQM says no economic impact yet from Chile protests,21/11/2019,"SANTIAGO (Reuters) - Chilean miner SQM, the world's No. 2 lithium",reuters
69,"Chile's SQM profits plunge in Q3 as lithium prices, demand growth fall short",21/11/2019,"SANTIAGO, Nov 21 (Reuters) - Chile's SQM, theworld's No. 2 producer",reuters
70,Chilean lithium producer SQM bullish on white gold demand; shares rise,11/09/2019,producer SQM jumped on Wednesday after it announced plans to invest about shares in SQM were up more than 5% in trading on Santiago's blue-chip,reuters
71,Chilean miner SQM profits plunge alongside lithium price,22/08/2019,"By Dave Sherwood SANTIAGO (Reuters) - SQM, the world's No. 2 of the pessimistic outlook for prices sent B-shares in SQM  down 6.6",reuters
72,Chile's SQM profits plummet on falling lithium prices,22/08/2019,"By Dave SherwoodSANTIAGO, Aug 22 (Reuters) - Chile's SQM on prices.""SQM said its lithium sale price in the third quarter waslikely",reuters
73,Tianqi says happy 'for now' with stake in SQM: president,10/06/2019,for now with its stake in rival SQM and is working to deepen business in SQM from Canadian fertilizer company Nutrien for $4.1 billion,reuters
74,Tianqi says happy 'for now' with stake in SQM -president,10/06/2019,with its stake in Chilean lithiumproducer SQM and is working to deepen last December bought a 23.77 percent share in SQMfrom Canadian,reuters
75,Chile lithium producer SQM delays Atacama expansion amid price slump,23/05/2019,"By Dave Sherwood SANTIAGO (Reuters) - Chile's SQM, the world's No. 2 are going as fast as we can.""Series-B shares in SQM fell as much",reuters
76,"Chilean lithium producer SQM's profits fall on lower prices, higher royalties",23/05/2019,"By Dave SherwoodSANTIAGO, May 23 (Reuters) - SQM, the world's No.2 metal and a spike in royalties at itsoperations in Chile.SQM",reuters
77,China's Tianqi taps 'safe choices' for board of top lithium miner SQM,17/04/2019,"to the board of lithium miner SQM, candidates seen as 'safe choices.Tianqi last year paid $4.1 billion for a near-quarter stake in SQM",reuters
78,"China's Tianqi Lithium to nominate two Chileans, U.S. executive to SQM board",17/04/2019,"producer SQM, in which itowns a near-24 percent stake.Tianqi has lithium producer in its 2018 purchase ofthe SQM stake, it said",reuters
79,China's Tianqi agrees truce in battle over Chilean lithium miner SQM,11/04/2019,"has come to an agreement over the governance of Chilean miner SQM billion purchase of a 23.77 percent stake in SQM, which mines lithium used",reuters
80,SQM receives Chile's approval for lithium plant expansion,14/03/2019,"SANTIAGO (Reuters) - Chilean lithium miner SQM on Thursday received allow the Chinese-backed SQM to eventually produce as much as 180,000",reuters
81,Chile's SQM receives approval for lithium plant expansion -govt,14/03/2019,"SANTIAGO, March 14 (Reuters) - Chilean lithium miner SQMon Thursday, would allowthe Chinese-backed SQM to eventually produce as much",reuters
82,"China's Tianqi Lithium to name 'fair, responsible' directors for SQM board",08/03/2019,"to appoint three members to the board ofChilean miner SQM who will be ""fair stake inSQM, the world's second-biggest producer of lithium, a metal",reuters
83,Chilean miner SQM sees uncertain short-term demand for lithium,28/02/2019,") - Chilean miner SQM said onThursday it foresees strong long-term demand.He said SQM would increase its production of 50,000 metrictonnes (MT",reuters
84,Chile lithium miner SQM moves to safeguard secrets from China's Tianqi,24/01/2019,"By Dave SherwoodSantiago, Jan 24 (Reuters) - Chile's SQM late bought a 23.77 percent sharein SQM from Canadian fertilizer company",reuters
85,"EXPLAINER-SQM and Chile reach lithium deal, but Atacama water woes continue",09/01/2019,"(Adds comment from SQM in final paragraph)By Dave SherwoodSANTIAGO a $25 million compliance plan by lithiumminer SQM, ending a multi",reuters
86,Chilean regulator fines Itau Corpbanca over SQM-linked loans,08/01/2019,lithium producer SQM .The Superintendency of Banks and FinancialCorpbanca had granted excessive loans to SQMholding companies Norte,reuters
87,Chile okays lithium miner SQM's plan to remedy water violations,07/01/2019,"regulator on Monday approved a $25 million compliance plan by SQM, ending extraction of brine.The decision is unlikely to have a major impact on SQM's",reuters
88,Chile okays lithium producer SQM's plan to remedy water violations,07/01/2019,"lithiumproducer SQM, ending a multi-year investigation by Chileanauthorities that found SQM had overdrawn lithium-rich brine fromthe Atacama",reuters
89,China's Tianqi says stake in Chile lithium miner SQM good for both firms,09/12/2018,"miner SQM will bring ""long-term benefits"" for both companies, despite week, Tianqi bought a 23.77 percent share in SQM from Canadian",reuters
90,Tianqi buys stake in lithium miner SQM from Nutrien for $4.1 billion,03/12/2018,"lithium miner SQM  from Canadian fertilizer giant Nutrien to electric vehicles.""A minority stake in SQM is great from our perspective",reuters
91,China's Tianqi purchases quarter stake in lithium miner SQM for $4.066 billion,03/12/2018,percent stake in Chile lithium producer SQM for a total package price,reuters
92,Nutrien to auction stake in lithium miner SQM for over $4 billion,03/12/2018,"giantNutrien is set to auction its 23.77 percent share inChile's SQM nearly a quarter of SQM from Nutrien,which must offload the stake",reuters
93,Nutrien to auction stake in lithium miner SQM on December 3,28/11/2018,Nutrien will auction its 23.77 percent share in Chile´s SQM on Dec. 3. The company struck a deal earlier this year to buy nearly a fourth of SQM,reuters
94,Nutrien to auction stake in lithium miner SQM on Monday,28/11/2018,"will auction its 23.77 percent share in Chile´sSQM on Dec. 3, the Chilean ofSQM from Nutrien.(Reporting by Dave SherwoodEditing by Bill Trott)",reuters
95,SQM's lithium sales volumes drop 27 pct after production delay,22/11/2018,") - Chilean miner SQM said onThursday that delays in a project to boost.SQM , the world's No. 2 producer oflithium, said the previously",reuters
96,Lithium miner SQM shares climb after Chile court rejects appeals,31/10/2018,"SANTIAGO, Oct 31 (Reuters) - Shares of Chilean lithium minerSQM offer to buy a stake inSQM, the world's No. 2 lithium producer.SQM B",reuters
97,"Lithium miner SQM shares up 2.7 pct, Chile court clears way for Tianqi stake purchase",26/10/2018,"SANTIAGO, Oct 26 (Reuters) - Shares in lithium miner SQMjumped 2.7 of a stake in the Chileanlithium miner.SQM's B-series shares touched",reuters
98,Chilean court rejects lawsuit to block SQM stake sale to Tianqi,25/10/2018,miner Tianqi's purchase of a stake in Chilean lithium miner SQM percent holding in world No. 2 lithium miner SQM ,reuters
99,Chile's Constitutional Court rejects suit to block Tianqi purchase of SQM stake,25/10/2018,"Chinese miner Tianqi'spurchase of a stake in Chilean lithium miner SQMin world No. 2 lithium miner SQM.Tianqi's lawyers said they were ""very",reuters
100,Chile mining minister says court won't delay sale of SQM stake,24/10/2018,"in the world's No. 2 lithium miner SQM.The top shareholder in SQM <,"" he said.Lawyers for Tianqi have accused SQM's Pampa Group, which",reuters
101,Chile's Constitutional Court delays decision on SQM-Tianqi sale,22/10/2018,lithium miner SQM to Chinese firm Tianqi. The court's president said a complaint by SQM's majority shareholder that the country's antitrust court,reuters
102,Nutrien vows to 'protect interests' over threat to SQM sale: paper,21/10/2018,"to sell its stake in Chilean lithium miner SQM to China's Tianqi has Nutrien , accused Julio Ponce, SQM's ",reuters
103,Nutrien vows to 'protect interests' over threat to SQM sale -paper,21/10/2018,"attemptto sell its stake in Chilean lithium miner SQM to China'scompany Nutrien, accused Julio Ponce, SQM'slargest shareholder",reuters
104,"RPT-EXPLAINER-What's next as Tianqi, SQM face off in Chile court",13/10/2018,"ofa coveted 24 percent stake in top lithium producer SQMto China's by controlling shareholder and formerSQM chairman Julio Ponce Lerou, via his",reuters
105,"Explainer: What's next as Tianqi, SQM face off in Chile court",12/10/2018,allowing the sale of a coveted 24 percent stake in top lithium producer SQM FILED?The lawsuit was filed by controlling shareholder and former SQM,reuters
106,"EXPLAINER-What's next as Tianqi, SQM face off in Chile court",12/10/2018,"producer SQMto China's Tianqi Lithium Corp, afterits controlling?The lawsuit was filed by controlling shareholder and formerSQM chairman",reuters
107,Chilean court freezes sale of stake in lithium giant SQM to Tianqi,11/10/2018,"suspended the sale of a coveted stake in lithium producer SQM < information between Tianqi and SQM, though detractors say it does not go far",reuters
108,Chilean court suspends sale process to Tianqi of lithium miner SQM,11/10/2018,"stake in lithium producer SQM toChina's Tianqi Lithium Corp, temporarily suspendingthe transaction.The lawsuit, filed by SQM's controlling",reuters
109,SQM controlling shareholder moves to block stake sale to China's Tianqi,10/10/2018,lithium producer SQM on Wednesdayfiled suit with Chile's together control a majority stake inSQM - allege the five-member court,reuters
110,"China's Tianqi can buy stake in lithium firm SQM, rules Chile court",04/10/2018,"miner to purchase a nearly one-quarter stake in lithium producer SQM or employees to SQM's board, and requires that the Chinese miner notify",reuters
111,China's Tianqi can purchase stake in lithium producer SQM -Chile antitrust court,04/10/2018,the Chinese miner to purchase a one-quarterstake in lithium producer SQM,reuters
112,Chile's lithium miner SQM asks court to reject Tianqi agreement,13/09/2018,"By Fabian CamberoSept 13 (Reuters) - Chilean lithium miner SQM a quarter of SQM, its lawyers told thecountry's anti-trust court",reuters
113,"Kidman, SQM may have to forfeit lithium mine after Australian gov't ruling",13/09/2018,and Chilean partner SQM may losetheir right to develop the Mount Holland leaseholdings for$3.5 million in early 2016.SQM invested $110,reuters
114,Chilean regulator says agreement reached with Tianqi on SQM stake sale,08/09/2018,"producer SQM, pending court approval.The settlement stipulates that Tianqi can not name one of its executives or employees to SQM's board",reuters
115,Tianqi Lithium says will comply with Chilean regulator on SQM investment,07/09/2018,"producer SQM.In a statement, Tianqi Lithium said the decision representsan important next step in the process of finalising the SQMstake",reuters
116,Chile's SQM expects lithium prices to dip in second half,24/08/2018,") - Chilean lithium miner SQM saidit forecast lithium prices dropping in the second half oflast year.""SQM , which is also an important",reuters
117,China's Ganfeng buys SQM's stake in lithium project for $87.5 mln,13/08/2018,"SANTIAGO, Aug 13 (Reuters) - Chile's SQM, one ofthe world's largest will pay SQM anadditional $50 million if the project's goals for selling",reuters
118,Chile's SQM says to overtake Albemarle as world's top lithium producer by 2022,08/08/2018,By Dave Sherwood SANTIAGO (Reuters) - Chilean miner SQM said percent.SQM Vice President Daniel Jimenez said in a presentation,reuters
119,Part-owner of Chile lithium producer SQM sells $275 mln bond,27/07/2018,"stake in lithium producer SQM, said it sold bonds in the local market in a note to the marketregulator.SQM is one of the world's largest",reuters
120,CORRECTED-CEO of Chilean lithium miner SQM resigns,26/07/2018,miner SQMon Wednesday night announced theresignation of its chief executive Patricio de Solminihac.SQM said in a emailed statement,reuters
121,Chile's SQM seeks approval for $450 million lithium plant expansion,18/07/2018,By Fabian CamberoSANTIAGO (Reuters) - Chilean miner SQM on Wednesday in the manufacturing of batteries. SQM said in an environmental impact statement,reuters
122,Chile's SQM seeks approval for $450 mln lithium plant expansion,18/07/2018,"By Fabian CamberoSANTIAGO, July 18 (Reuters) - Chilean miner SQM in the manufacturing of batteries.SQM said in an environmental impact",reuters
123,Chile's SQM decides not to hire ex-Chairman Ponce as adviser,22/06/2018,"SANTIAGO, June 22 (Reuters) - Chile lithium miner SQMsaid on Friday and Chile'sbusiness community.SQM announced plans to hire Ponce",reuters
124,Chile antitrust regulator to probe Tianqi purchase of SQM stake,15/06/2018,"purchase last month of a 24 percent stake in SQM, one of the world's top it would buy nearly a quarter of SQM from Canada-based fertilizer",reuters
125,Chile anti-trust regulator to probe Tianqi purchase of SQM stake,15/06/2018,of China's Tianqi purchase last month of a24 percent stake in SQM,reuters
126,SQM pick of ex-Chairman Ponce as adviser 'imprudent': Chile finance minister,06/06/2018,"on Wednesday described as ""imprudent"" the appointment by lithium miner SQM of an agreement with the state that he distance himself from the firm.SQM",reuters
127,SQM pick of ex-chairman Ponce as adviser 'imprudent' -Chile finance minister,06/06/2018,"SQM ofits former chairman Julio Ponce as a strategic adviser, in light.SQM, the world's biggest exporter oflithium carbonate, confirmed",reuters
128,Canada's Nutrien auctions remaining shares in lithium miner SQM for nearly $1 billion,01/06/2018,its remaining stake in Chile lithium miner SQM on Friday for nearly $1 of Saskatchewan. The nearly 20.17 million B-series shares in SQM,reuters
129,Canada's Nutrien auctions remaining shares in lithium miner SQM for nearly $1 bln,01/06/2018,auctioned its remaining stake in Chile lithiumminer SQM on Friday Corp of Saskatchewan.The nearly 20.17 million B-series shares in SQM,reuters
130,Chile's SQM says to triple production of lithium by 2021,24/05/2018,"SANTIAGO, May 24 (Reuters) - Chilean miner SQM said onThursday",reuters
131,China's Tianqi Lithium to buy a quarter of Chile's SQM for $4.1 billion,17/05/2018,"a quarter of Chilean lithium producer SQM  for $4.1 leave Tianqi just shy of a controlling stake in SQM, the world's",reuters
132,RPT-UPDATE 1-China's Tianqi Lithium to buy stake in Chile's SQM for $4.07 billion,17/05/2018,lithium producer SociedadQuimica Y Minera (SQM) to China's Tianqi Lithium stake in SQM - which has asignificant fertilizer production business,reuters
133,RPT-China's Tianqi to buy stake worth $4.07 billion in Chile's SQM,17/05/2018,Sociedad Quimica Y Minera(SQM) to Tianqi Lithium Corp for $4.07billion on Wednesday that Tianqi and SQM were intalks.(Reporting by Yashaswini Swamynathan in Bengaluru),reuters
134,China's Tianqi to buy stake worth $4.07 billion in Chile's SQM,17/05/2018,producer Sociedad Quimica Y Minera(SQM) to Tianqi Lithium Corp reported on Wednesday that Tianqi and SQM were intalks.(Reporting by Yashaswini Swamynathan in Bengaluru),reuters
135,Exclusive: China's Tianqi nears $4.3 billion deal to buy stake in Chile's SQM - sources,15/05/2018,"stake in Chile's Sociedad Quimica Y Minera (SQM) , one, is looking to sign a deal to acquire the stake in SQM from Canadian",reuters
