headline,date,stock
"Buckingham Maintains Neutral on Albemarle, Lowers Price Target to $88",2019-03-29 07:53:00-04:00,ALB
Albemarle Sees Q1 Adj. EPS $1.20-$1.25 vs $1.33 Estimate,2019-03-28 16:16:00-04:00,ALB
"Albemarle Sees Q1 Shift Of 3-3.5K Tons Volume, Will Impact Sales $40M-$45M, EBITDA $15M-$18M",2019-03-28 16:16:00-04:00,ALB
Albemarle Reaffirms FY18 Guidance,2019-03-28 16:15:00-04:00,ALB
Albemarle Raises Quarterly Dividend From $0.335 To $0.3675/Share,2019-02-26 17:38:00-05:00,ALB
"Deutsche Bank Maintains Hold on Albemarle, Raises Price Target to $95",2019-02-25 09:52:00-05:00,ALB
65 Biggest Movers From Yesterday,2019-02-22 05:02:00-05:00,ALB
50 Stocks Moving In Thursday's Mid-Day Session,2019-02-21 13:24:00-05:00,ALB
Albemarle Shares Unaffected As Jefferies Cuts Price Target From $150 To $137 In Mid-Day Note; Maintains Buy Rating,2019-02-21 12:34:00-05:00,ALB
Albemarle shares are trading higher after the company beat Q4 EPS and sales estimates; the company also issued FY19 guidance inline with estimates.,2019-02-21 08:48:00-05:00,ALB
31 Stocks Moving In Thursday's Pre-Market Session,2019-02-21 08:09:00-05:00,ALB
"11 Stocks To Watch For February 21, 2019",2019-02-21 04:44:00-05:00,ALB
5 Stocks Moving In Wednesday's After-Hours Session,2019-02-20 17:11:00-05:00,ALB
Albemarle shares are trading higher after the company beat Q4 EPS and sales estimates; the company also issued FY19 guidance inline with estimates.,2019-02-20 17:08:00-05:00,ALB
Albemarle Sees FY19 Adj EPS $6.10-$6.50 vs $6.14 Estimate,2019-02-20 16:23:00-05:00,ALB
"Albemarle Q4 EPS $1.53 Beats $1.47 Estimate, Sales $921.699M Beat $894.83M Estimate",2019-02-20 16:22:00-05:00,ALB
A Preview Of Albemarle's Q4 Earnings,2019-02-20 07:38:00-05:00,ALB
"Earnings Scheduled For February 20, 2019",2019-02-20 04:04:00-05:00,ALB
8 Biggest Price Target Changes For Tuesday,2019-02-05 10:11:00-05:00,ALB
"Benzinga's Top Upgrades, Downgrades For February 5, 2019",2019-02-05 09:08:00-05:00,ALB
"Citigroup Downgrades Albemarle to Neutral, Lowers Price Target to $81",2019-02-05 06:30:00-05:00,ALB
21 Stocks Moving In Friday's Pre-Market Session,2019-01-25 08:03:00-05:00,ALB
UPDATE: Albemarle Says Corfo Will Not File Previously-Disclosed Arbitration Claim,2019-01-24 16:16:00-05:00,ALB
Albemarle Reports Resolution With Corfo In Chile,2019-01-24 16:15:00-05:00,ALB
Albemarle And Chile Govt Reach Agreement In Lithium Dispute,2019-01-24 15:27:00-05:00,ALB
10 Biggest Price Target Changes For Tuesday,2019-01-15 09:39:00-05:00,ALB
"UPDATE: Nomura Downgrades Livent And Albemarle As Firm Expects 'price data points to surprise negatively in coming months, although we see ALB's and LTHM's own ASP's doing better than the overall market'",2019-01-15 09:23:00-05:00,ALB
"Benzinga's Top Upgrades, Downgrades For January 15, 2019",2019-01-15 09:08:00-05:00,ALB
"Nomura Downgrades Albemarle to Neutral, Lowers Price Target to $85",2019-01-15 06:44:00-05:00,ALB
58 Biggest Movers From Yesterday,2019-01-04 05:35:00-05:00,ALB
44 Stocks Moving In Thursday's Mid-Day Session,2019-01-03 12:27:00-05:00,ALB
Albemarie shares are trading lower after Berenberg downgraded the stock from Buy to Hold.,2019-01-03 10:58:00-05:00,ALB
"Benzinga's Top Upgrades, Downgrades For January 3, 2019",2019-01-03 09:09:00-05:00,ALB
Berenberg Downgrades Albemarle to Hold,2019-01-03 07:33:00-05:00,ALB
Albemarle Begins Earthworks At Kemerton Project,2019-01-02 06:35:00-05:00,ALB
Chile To Delay Arbitration Procedures Against Top Lithium Producer Albermarle In Anticipation Of New Offer,2018-12-27 15:59:00-05:00,ALB
"Stocks Which Set New 52-Week Low Yesterday, Tues., Dec. 20, 2018",2018-12-20 11:33:00-05:00,ALB
"Stocks Which Set New 52-Week Low Last Trading Session, Fri., Dec. 14, 2018",2018-12-17 11:48:00-05:00,ALB
Albemarle Reports Deal With Mineral Sources Limited To Form Lithium JV In Western Australia,2018-12-14 06:06:00-05:00,ALB
"Stocks That Will Be Trading Ex Dividend Thurs., Dec. 13, 2018",2018-12-12 11:15:00-05:00,ALB
"Benzinga's Top Upgrades, Downgrades For December 10, 2018",2018-12-10 09:51:00-05:00,ALB
"HSBC Upgrades Albemarle to Buy, Announces $112.50 Price Target",2018-12-10 07:40:00-05:00,ALB
Albemarle Pressing Chile To Reverse Lithium Quota Decision,2018-12-05 16:43:00-05:00,ALB
"Benzinga's Top Upgrades, Downgrades For December 3, 2018",2018-12-03 09:34:00-05:00,ALB
"HSBC Initiates Coverage On Albemarle with Hold Rating, Announces $112.50 Price Target",2018-12-03 08:49:00-05:00,ALB
Albemarle Exec Eric Norris Speaking At Citi's Basic Materials Battery Value Chain Conference: Global Lithium Demand Forecast Is Probably Biased Upwards From Feb. Forecast For Lithium Demand Of 800K Tonnes By 2025,2018-11-28 14:23:00-05:00,ALB
Chile Says it Will File an Arbitration Case Against Albemarle Related to a Contract by December 15th,2018-11-26 11:19:00-05:00,ALB
"Albemarle Reports Purchase Of 50% Interest In 50/50 Joint Venture With Mineral Resources Limited To Own, Operate Wodgina Hard Rock Lithium Mine For $1.15B",2018-11-21 06:02:00-05:00,ALB
"Albemarle Launches Innovative XPLORE Platform And Its First Product, KF 787 PULSAR",2018-11-15 16:47:00-05:00,ALB
"Buckingham Initiates Coverage On Albemarle with Neutral Rating, Announces $106 Price Target",2018-11-15 09:55:00-05:00,ALB
Chile Environmental Regulators Reject Albemarle Plans to Boost Lithium Output,2018-11-13 07:04:00-05:00,ALB
"Jim Cramer Shares His Thoughts On Albermarle, Cisco And More",2018-11-08 07:38:00-05:00,ALB
"Albemarle Reaffirms FY18 Guidance Of Adj. EPS $5.30-$5.50 vs $5.39 Est., Sales $3.3B-$3.5B vs $3.38B Est.",2018-11-07 16:29:00-05:00,ALB
"Albemarle Q3 Adj. EPS $1.31 Beats $1.25 Estimate, Sales $777.75M Miss $796.65M Estimate",2018-11-07 16:27:00-05:00,ALB
Q3 Earnings Preview For Albemarle,2018-11-07 07:32:00-05:00,ALB
"Earnings Scheduled For November 7, 2018",2018-11-07 03:51:00-05:00,ALB
Chilean Government Says To Seek International Arbitration Over Lithium Miner Albemarle's Alleged Failure To Adhere To Contract News,2018-10-17 16:00:00-04:00,ALB
"Albemarle Shares Down ~0.6% Over Last Few Mins Amid Report Co., Chilean Corfo Fail To Reach Deal Related To Lithium Price",2018-10-17 15:41:00-04:00,ALB
"Albemarle CEO Luke Kissam, Speaking In Interview, Says Sees Co.'s Sole Focus Could Eventually Be Lithium Operations",2018-09-27 13:26:00-04:00,ALB
"Vertical Research Initiates Coverage On Albemarle with Sell Rating, Announces $85 Price Target",2018-09-25 09:41:00-04:00,ALB
"Stocks Trading Ex Dividend For Thurs., Sep. 13, 2018",2018-09-14 07:09:00-04:00,ALB
"Stocks Trading Ex Dividend For Thurs., Sep. 13, 2018",2018-09-13 09:42:00-04:00,ALB
Albemarle Eyeing FMC Corp. 'If Its IPO [Of Lithium Business] Stumbles,2018-09-05 10:22:00-04:00,ALB
"SunTrust Robinson Humphrey Upgrades Albemarle to Buy, Raises Price Target to $115",2018-09-04 09:18:00-04:00,ALB
Albemarle Option Alert: Sep 21 $95 Puts Sweep (24) near the Bid: 900 @ $2.0 vs 2709 OI; Ref=$95.57,2018-08-30 10:50:00-04:00,ALB
Albemarle Investing Millions of Dollars to Engineer Specialized Types of Lithium for Electric Car Batteries,2018-08-30 04:18:00-04:00,ALB
Albemarle shares are up 7.1% after the company beat Q2 earnings estimates and raised its 2018 guidance.,2018-08-08 10:19:00-04:00,ALB
"Albemarle Sees Global Lithium Demand Of 800K Metric Tons By 2025, CEO Sees No Scenario Where Contract Lithium Pricing Could Fall Significantly In The Next Several Years",2018-08-08 09:58:00-04:00,ALB
Albemarle In China Expects To See An Increases IN Lithium Hydroxide Demand Due To Rising EV Adoption,2018-08-08 09:50:00-04:00,ALB
"UPDATE: Albemarle Raises FY18 Adj. EPS Guidance From $5.10-$5.40 To $5.30-$5.50 vs $5.27 Estimate, Sales $3.3B-$3.5B vs $3.32B Est.",2018-08-07 16:19:00-04:00,ALB
Albemarle Raises FY18 Guidance,2018-08-07 16:19:00-04:00,ALB
"Albemarle Q2 EPS $1.36 Beats $1.28 Estimate, Sales $853.874M Beat $798.22M Estimate",2018-08-07 16:19:00-04:00,ALB
"Earnings Scheduled For August 7, 2018",2018-08-07 04:49:00-04:00,ALB
"Albemarle Corporation Announces Netha Johnson as President, Bromine Specialties",2018-07-25 06:48:00-04:00,ALB
"Albemarle Announces That Eric Norris Becomes President, Lithium",2018-07-25 06:47:00-04:00,ALB
"Head of Tesla Supplier Albermarle Corp's Lithium Unit, John Mitchell to Leave; To be Replaced by Eric Norris on August 1",2018-07-25 04:22:00-04:00,ALB
"Jim Cramer Weighs In On Albemarle, PayPal, Goodyear And More",2018-07-11 07:48:00-04:00,ALB
"Benzinga's Top Upgrades, Downgrades For July 3, 2018",2018-07-03 09:00:00-04:00,ALB
Goldman Sachs Upgrades Albemarle to Buy,2018-07-03 06:34:00-04:00,ALB
A 2018 Midyear Update: The 10 Worst-Performing S&P 500 Stocks,2018-07-01 16:56:00-04:00,ALB
Albemarle Earlier After-Hours 8-K Showed News Of $250M Uncollared Accelerated Buyback Plan Via JP Morgan Chase Bank,2018-05-14 17:43:00-04:00,ALB
"Albemarle Sees FY18 EPS $5.10-$5.40 vs $5.17 Est., Sales $3.2B-$3.4B vs $3.3B Est.",2018-05-09 16:54:00-04:00,ALB
"Albemarle Q1 EPS $1.30 Beats $1.21 Estimate, Sales $821.629M Beat $803.36M Estimate",2018-05-09 16:53:00-04:00,ALB
"Earnings Scheduled For May 9, 2018",2018-05-09 04:05:00-04:00,ALB
28 Stocks Moving In Tuesday's Pre-Market Session,2018-05-08 08:03:00-04:00,ALB
"Albemarle, DuPont To Collaborate On Hydroprocessing",2018-04-24 16:25:00-04:00,ALB
Citigroup Upgrades Albemarle to Buy,2018-04-13 09:36:00-04:00,ALB
"KeyBanc Maintains Overweight on Albemarle, Lowers Price Target to $140.00",2018-04-12 07:52:00-04:00,ALB
"Citigroup Maintains Neutral on Albemarle, Lowers Price Target to $95.00",2018-04-10 08:47:00-04:00,ALB
