datetime,ALB_1_temp,ALB_1_humidity,ALB_1_windspeed,ALB_1_conditions,ALB_2_temp,ALB_2_humidity,ALB_2_windspeed,ALB_2_conditions,LAC_1_temp,LAC_1_humidity,LAC_1_windspeed,LAC_1_conditions,LAC_2_temp,LAC_2_humidity,LAC_2_windspeed,LAC_2_conditions,SQM_1_temp,SQM_1_humidity,SQM_1_windspeed,SQM_1_conditions,SQM_2_temp,SQM_2_humidity,SQM_2_windspeed,SQM_2_conditions
2017-07-17,30.1,14.9,33.5,0,4.7,19.8,19.8,0,7.1,49.7,19.5,0,5.3,54.9,13.2,2,4.7,19.8,19.8,0,12.9,67.8,20.5,2
2017-07-18,28.2,15.8,25.8,0,7.3,10.8,22.3,2,6.0,58.7,13.7,0,5.5,56.9,18.2,0,7.3,10.8,22.3,2,12.4,74.7,18.4,2
2017-07-19,27.3,18.3,27.1,0,9.5,10.9,22.7,2,7.7,56.6,11.2,0,7.2,57.3,16.3,0,9.5,10.9,22.7,2,13.4,76.7,16.6,2
2017-07-20,27.0,24.8,24.3,0,10.7,8.6,17.6,1,9.5,57.6,11.9,0,8.8,55.9,14.5,0,10.7,8.6,17.6,1,14.1,75.0,22.3,2
2017-07-21,26.9,16.0,23.8,0,10.4,10.9,22.0,2,12.0,53.4,12.2,2,11.3,51.4,18.1,2,10.4,10.9,22.0,2,14.6,72.4,18.4,1
2017-07-22,27.9,20.0,31.2,0,9.1,14.7,27.4,2,12.8,53.7,13.5,0,10.7,56.0,14.5,0,9.1,14.7,27.4,2,14.7,68.8,22.3,2
2017-07-23,28.7,25.2,45.7,3,7.1,25.7,29.5,0,16.2,53.0,14.3,0,14.1,54.4,20.3,0,7.1,25.7,29.5,0,13.8,80.6,22.3,2
2017-07-24,25.2,43.6,35.9,5,9.2,18.7,19.4,0,17.2,59.0,15.3,0,14.6,63.0,20.3,0,9.2,18.7,19.4,0,14.2,86.6,25.9,2
2017-07-25,22.6,57.7,30.7,5,9.9,14.4,23.4,0,16.1,65.4,14.3,2,15.8,62.6,16.2,2,9.9,14.4,23.4,0,14.4,82.0,20.5,1
2017-07-26,23.4,52.6,30.7,3,11.2,12.1,19.4,0,17.5,66.8,15.0,2,15.6,68.5,16.5,0,11.2,12.1,19.4,0,14.0,76.7,20.5,2
2017-07-27,27.3,33.7,26.0,3,11.3,6.7,23.8,0,18.6,70.3,16.6,2,17.2,71.2,20.3,2,11.3,6.7,23.8,0,14.3,73.8,14.8,1
2017-07-28,28.3,26.5,24.1,0,11.0,7.2,22.0,0,19.5,67.6,22.6,0,17.4,70.2,24.1,0,11.0,7.2,22.0,0,14.4,71.1,22.3,2
2017-07-29,28.5,22.7,27.7,0,11.2,9.8,24.1,0,19.5,64.5,15.8,0,18.3,65.7,22.1,0,11.2,9.8,24.1,0,14.3,72.2,22.3,2
2017-07-30,29.2,22.2,35.3,0,10.7,13.2,22.3,0,19.2,60.2,16.6,2,17.5,64.6,21.9,2,10.7,13.2,22.3,0,14.6,70.1,18.4,2
2017-07-31,28.2,24.9,26.5,0,9.1,14.5,32.4,0,11.7,71.2,15.6,2,11.6,73.9,14.4,2,9.1,14.5,32.4,0,14.1,73.6,20.5,2
2017-08-01,29.8,20.6,19.9,0,6.9,21.7,40.0,0,11.1,78.3,20.8,2,10.1,80.1,21.8,2,6.9,21.7,40.0,0,14.7,73.1,27.7,2
2017-08-02,27.7,29.0,31.4,0,7.1,23.2,20.5,2,12.5,59.2,14.5,2,11.2,64.4,21.9,2,7.1,23.2,20.5,2,13.4,75.8,25.9,2
2017-08-03,25.6,41.7,31.9,3,8.7,12.6,25.2,2,13.0,51.1,18.4,0,10.3,55.4,18.4,0,8.7,12.6,25.2,2,14.1,71.5,22.3,2
2017-08-04,23.5,56.8,34.8,3,9.4,10.8,28.8,2,12.8,58.9,15.8,0,10.7,59.8,23.7,0,9.4,10.8,28.8,2,13.8,72.3,20.5,2
2017-08-05,23.7,50.3,32.6,3,9.8,10.5,23.4,0,13.6,63.0,14.0,0,11.9,63.9,18.1,0,9.8,10.5,23.4,0,14.0,71.6,29.5,2
2017-08-06,23.8,48.0,23.6,5,9.8,11.1,29.5,2,16.5,58.4,15.0,0,13.5,62.7,16.5,0,9.8,11.1,29.5,2,14.2,71.3,20.5,2
2017-08-07,24.5,39.8,27.0,3,8.7,16.4,28.4,0,18.5,57.3,14.8,0,16.7,58.3,23.7,0,8.7,16.4,28.4,0,14.5,72.9,31.7,2
2017-08-08,25.1,33.5,24.4,0,9.5,12.8,24.8,0,19.3,58.8,19.2,2,16.6,64.7,27.3,0,9.5,12.8,24.8,0,14.8,70.8,18.4,2
2017-08-09,24.9,27.1,26.4,0,8.2,17.4,33.1,0,17.6,75.0,14.3,2,17.3,70.4,16.3,2,8.2,17.4,33.1,0,15.3,67.8,24.1,2
2017-08-10,25.5,24.4,26.1,0,6.7,19.7,41.8,0,19.3,65.4,16.6,2,17.2,66.9,16.5,0,6.7,19.7,41.8,0,14.6,71.0,24.1,2
2017-08-11,25.0,21.6,29.5,0,3.0,48.7,47.5,2,19.3,66.8,23.3,0,17.0,71.0,29.3,0,3.0,48.7,47.5,2,15.1,70.7,22.3,2
2017-08-12,25.5,22.3,19.9,0,-1.2,68.9,43.9,0,13.8,75.8,27.5,5,11.8,79.5,24.2,2,-1.2,68.9,43.9,0,14.6,76.7,31.7,2
2017-08-13,25.0,20.1,23.5,0,3.1,25.3,24.5,0,12.9,63.5,15.6,2,11.7,62.8,20.3,2,3.1,25.3,24.5,0,14.1,72.7,33.5,0
2017-08-14,23.6,21.9,23.7,0,5.7,12.5,27.0,0,12.6,65.4,14.5,0,11.2,65.0,16.4,0,5.7,12.5,27.0,0,13.4,74.7,20.5,2
2017-08-15,24.3,25.0,18.8,0,6.3,17.4,24.5,0,15.4,61.5,27.0,0,14.0,57.9,23.8,0,6.3,17.4,24.5,0,14.4,70.7,20.5,2
2017-08-16,24.0,28.9,29.1,2,6.4,16.2,32.4,0,16.4,58.4,17.4,2,13.9,63.6,20.1,2,6.4,16.2,32.4,0,14.6,70.3,22.3,2
2017-08-17,24.9,29.4,19.4,0,6.4,16.2,22.3,0,15.6,58.4,14.5,0,13.8,61.3,23.7,0,6.4,16.2,22.3,0,14.4,72.3,20.5,2
2017-08-18,25.8,24.0,29.6,0,6.9,14.6,32.0,0,16.3,56.1,16.6,0,13.7,61.5,20.2,0,6.9,14.6,32.0,0,14.8,67.4,20.5,2
2017-08-19,25.8,24.5,24.1,0,5.8,24.6,34.6,2,19.1,49.3,35.1,0,15.7,57.8,36.7,0,5.8,24.6,34.6,2,14.7,68.4,24.1,2
2017-08-20,24.7,26.2,27.1,0,8.6,17.2,27.0,0,13.8,56.4,22.3,2,12.3,56.5,22.3,2,8.6,17.2,27.0,0,14.2,78.7,25.9,2
2017-08-21,22.2,32.2,19.1,0,10.8,10.1,23.8,0,11.0,56.7,18.4,0,9.0,59.1,18.4,0,10.8,10.1,23.8,0,15.4,72.1,24.1,2
2017-08-22,23.1,36.7,25.9,0,10.2,15.1,27.7,0,13.1,46.3,25.2,0,11.0,51.3,20.4,0,10.2,15.1,27.7,0,15.8,71.0,24.1,2
2017-08-23,23.6,30.3,20.5,0,8.4,18.8,27.0,2,17.5,39.9,19.2,0,14.6,45.6,23.9,0,8.4,18.8,27.0,2,14.6,77.9,25.9,2
2017-08-24,24.0,29.6,26.3,0,8.0,19.5,29.9,2,17.6,46.6,15.8,0,15.3,48.0,18.2,0,8.0,19.5,29.9,2,14.9,71.5,24.1,2
2017-08-25,24.9,29.6,19.8,0,6.7,22.2,34.6,0,20.7,47.3,21.7,0,18.8,47.7,68.7,0,6.7,22.2,34.6,0,14.8,69.2,29.5,2
2017-08-26,25.6,27.7,18.4,0,7.4,17.1,29.2,0,19.9,58.3,19.0,2,16.8,66.5,18.1,2,7.4,17.1,29.2,0,14.0,74.4,24.1,2
2017-08-27,26.6,26.7,23.0,0,7.9,15.9,26.6,0,19.2,66.9,14.8,0,17.8,66.7,18.1,0,7.9,15.9,26.6,0,14.5,69.8,25.9,2
2017-08-28,27.5,25.4,17.8,0,9.2,14.3,31.7,0,21.7,62.9,14.0,0,19.8,63.6,18.2,0,9.2,14.3,31.7,0,14.2,70.3,25.9,2
2017-08-29,27.8,24.0,27.2,0,10.8,16.6,22.7,2,22.4,62.8,30.3,5,20.2,67.2,35.1,5,10.8,16.6,22.7,2,14.3,75.4,29.5,2
2017-08-30,23.2,45.5,27.8,5,12.6,13.4,23.8,2,11.8,69.8,30.7,2,9.8,75.9,16.7,5,12.6,13.4,23.8,2,14.6,71.3,29.5,2
2017-08-31,22.3,46.5,29.5,3,13.8,13.6,30.6,2,14.1,66.1,14.3,2,13.0,52.8,16.4,2,13.8,13.6,30.6,2,14.7,71.4,24.1,2
2017-09-01,23.1,39.0,20.1,0,13.0,18.1,30.2,2,16.8,60.4,19.2,0,15.4,61.2,23.9,0,13.0,18.1,30.2,2,14.8,72.3,29.5,2
2017-09-02,25.8,26.8,21.1,0,12.8,18.3,33.1,2,23.0,49.5,18.4,0,20.8,50.7,22.0,0,12.8,18.3,33.1,2,14.5,72.2,25.9,2
2017-09-03,24.8,34.6,31.7,0,12.8,21.7,34.2,2,24.4,49.0,20.8,0,21.8,53.0,22.3,0,12.8,21.7,34.2,2,14.3,77.7,29.5,2
2017-09-04,25.2,40.1,24.5,0,12.2,21.7,35.6,2,16.9,44.6,22.6,2,14.8,53.4,15.8,2,12.2,21.7,35.6,2,13.8,78.8,27.7,2
2017-09-05,26.0,32.4,39.0,0,10.9,8.1,30.6,0,15.8,45.7,17.4,2,13.9,49.8,27.2,2,10.9,8.1,30.6,0,14.0,72.0,18.4,2
2017-09-06,23.3,35.0,28.2,3,10.8,10.2,33.8,2,15.2,56.7,15.3,0,13.9,56.7,20.3,0,10.8,10.2,33.8,2,15.1,71.3,27.7,2
2017-09-07,22.8,35.8,39.2,0,8.2,25.9,37.1,2,18.3,56.5,12.7,0,15.9,60.7,20.2,2,8.2,25.9,37.1,2,14.7,76.5,25.9,2
2017-09-08,21.2,33.9,35.8,2,7.7,36.9,35.3,0,17.9,68.4,18.4,2,16.1,70.2,20.4,2,7.7,36.9,35.3,0,14.5,71.1,24.1,2
2017-09-09,19.9,43.9,23.5,0,6.4,47.6,47.9,0,19.8,65.0,20.8,2,18.3,66.4,20.3,5,6.4,47.6,47.9,0,14.2,70.3,20.5,2
2017-09-10,21.5,44.7,19.1,0,5.3,55.9,41.0,0,17.0,70.7,27.5,2,15.9,73.9,26.0,2,5.3,55.9,41.0,0,14.3,70.7,35.3,2
2017-09-11,22.2,43.6,30.8,5,7.8,25.4,37.4,0,14.1,59.0,14.5,2,11.9,58.4,16.0,2,7.8,25.4,37.4,0,13.7,76.0,24.1,2
2017-09-12,22.7,43.8,26.8,0,7.1,35.6,38.9,0,15.3,52.2,13.8,2,13.8,53.6,14.6,2,7.1,35.6,38.9,0,14.5,69.8,27.7,2
2017-09-13,21.6,42.7,32.3,5,5.1,51.0,47.9,0,15.3,53.0,18.9,0,12.7,54.6,22.2,0,5.1,51.0,47.9,0,14.1,70.5,37.1,2
2017-09-14,19.8,43.3,23.6,2,7.6,27.3,31.7,0,17.8,42.8,14.8,0,15.0,46.8,14.7,0,7.6,27.3,31.7,0,13.2,74.7,35.3,2
2017-09-15,18.2,36.1,31.2,0,9.2,13.5,29.2,0,13.8,55.2,24.9,2,10.9,62.6,21.9,5,9.2,13.5,29.2,0,14.4,66.5,24.1,2
2017-09-16,16.7,31.6,25.8,0,9.9,15.1,24.1,0,12.2,74.0,14.3,5,10.7,79.7,12.9,2,9.9,15.1,24.1,0,14.5,67.5,20.5,2
2017-09-17,18.7,32.0,18.8,0,11.0,22.6,27.4,0,15.7,59.9,15.0,2,12.5,64.5,16.5,2,11.0,22.6,27.4,0,14.4,74.3,24.1,2
2017-09-18,18.8,37.3,30.9,0,11.5,24.1,28.8,2,17.2,52.1,17.9,0,15.0,55.9,18.2,0,11.5,24.1,28.8,2,15.0,76.0,22.3,2
2017-09-19,19.1,27.6,23.0,0,12.5,23.8,23.0,0,20.7,46.8,21.5,0,17.8,51.7,22.3,0,12.5,23.8,23.0,0,14.4,78.3,33.5,2
2017-09-20,18.6,31.6,36.1,0,13.5,21.8,27.0,0,24.9,42.3,22.6,0,22.1,46.4,27.4,0,13.5,21.8,27.0,0,14.7,76.1,33.5,2
2017-09-21,10.9,50.5,37.4,2,12.7,24.8,32.0,0,19.2,42.1,34.5,2,16.5,48.7,175.7,2,12.7,24.8,32.0,0,14.5,75.8,25.9,2
2017-09-22,8.6,53.1,29.2,2,11.2,20.9,24.5,0,17.5,54.1,13.0,2,14.8,59.1,18.1,2,11.2,20.9,24.5,0,14.8,73.0,22.3,2
2017-09-23,10.1,51.0,29.5,2,12.2,18.6,34.2,0,18.1,58.2,13.5,2,16.5,59.0,17.9,0,12.2,18.6,34.2,0,14.9,67.3,22.3,2
2017-09-24,10.1,48.5,18.9,0,12.0,19.3,32.0,0,18.5,61.1,18.7,0,17.6,58.4,20.4,0,12.0,19.3,32.0,0,15.3,68.4,25.9,2
2017-09-25,12.4,48.9,23.5,0,12.4,13.7,34.6,0,23.1,53.2,18.4,2,20.8,55.8,21.5,2,12.4,13.7,34.6,0,15.0,74.2,20.5,2
2017-09-26,14.1,47.4,24.1,0,12.5,17.1,35.6,0,24.6,55.4,18.4,2,21.8,56.9,20.3,2,12.5,17.1,35.6,0,15.6,71.7,25.9,2
2017-09-27,14.5,43.7,19.4,0,12.2,19.6,34.2,0,21.3,59.7,26.7,5,19.5,64.2,20.8,5,12.2,19.6,34.2,0,15.8,69.1,24.1,2
2017-09-28,15.1,39.4,20.7,0,10.4,21.4,34.9,2,13.6,88.4,11.8,5,13.3,87.1,17.9,5,10.4,21.4,34.9,2,15.7,71.3,24.1,2
2017-09-29,16.2,38.3,21.8,0,12.5,16.7,44.3,0,16.3,80.6,13.0,2,16.6,75.0,14.6,2,12.5,16.7,44.3,0,15.1,77.8,31.7,2
2017-09-30,17.4,38.2,26.4,0,12.7,16.5,47.9,2,20.6,58.2,29.3,0,19.5,55.3,31.3,0,12.7,16.5,47.9,2,15.8,72.3,22.3,2
2017-10-01,15.6,37.1,37.0,0,6.0,37.6,44.6,0,19.7,42.4,40.5,2,16.8,47.5,35.1,2,6.0,37.6,44.6,0,15.5,76.9,29.5,2
2017-10-02,10.5,38.0,28.2,0,5.5,32.6,37.8,0,18.0,36.7,18.4,2,16.3,35.1,31.0,2,5.5,32.6,37.8,0,14.3,77.5,29.5,2
2017-10-03,10.3,43.4,42.5,2,9.7,17.1,26.3,0,20.2,34.8,20.0,0,16.8,39.6,18.4,0,9.7,17.1,26.3,0,15.0,71.5,25.9,2
2017-10-04,10.9,53.0,23.0,0,12.2,18.6,32.8,0,22.4,34.0,22.6,0,19.4,40.0,24.1,0,12.2,18.6,32.8,0,16.4,64.2,24.1,2
2017-10-05,12.1,41.9,20.0,0,10.5,27.3,32.4,2,25.3,34.3,24.4,2,21.3,39.8,25.2,2,10.5,27.3,32.4,2,14.9,77.9,29.5,2
2017-10-06,13.6,38.9,22.0,0,11.7,15.1,31.3,0,24.0,40.7,26.7,2,21.5,45.6,27.2,2,11.7,15.1,31.3,0,14.9,74.9,22.3,2
2017-10-07,14.5,37.3,19.7,0,11.6,14.8,34.6,0,20.8,50.4,25.7,2,19.4,54.4,15.1,2,11.6,14.8,34.6,0,15.5,67.8,25.9,2
2017-10-08,13.1,37.4,49.1,0,11.4,16.1,30.2,2,23.4,52.2,13.7,2,21.6,55.2,32.6,2,11.4,16.1,30.2,2,14.9,70.8,27.7,2
2017-10-09,8.7,39.7,28.3,0,11.5,16.6,33.8,0,19.9,76.2,24.1,5,18.0,82.3,24.1,5,11.5,16.6,33.8,0,14.9,69.1,29.5,2
2017-10-10,9.2,33.8,22.3,0,11.0,16.4,34.6,0,19.7,79.9,18.4,5,19.0,77.9,29.0,2,11.0,16.4,34.6,0,14.8,67.8,31.7,2
2017-10-11,11.5,29.1,20.7,0,11.5,14.7,34.2,0,17.5,77.2,14.5,5,17.7,73.5,23.7,5,11.5,14.7,34.2,0,14.5,70.5,29.5,2
2017-10-12,11.1,20.9,27.6,0,11.3,19.1,35.3,0,14.2,81.4,18.2,5,13.5,80.1,23.6,5,11.3,19.1,35.3,0,13.6,73.3,27.7,2
2017-10-13,9.4,16.2,20.1,0,11.6,19.5,35.6,0,12.4,69.3,14.0,5,9.8,83.4,16.2,5,11.6,19.5,35.6,0,13.5,74.9,29.5,2
2017-10-14,11.3,22.6,32.3,0,13.0,19.0,33.1,0,16.2,52.3,13.2,0,13.3,62.9,12.9,2,13.0,19.0,33.1,0,13.7,73.6,25.9,2
2017-10-15,9.6,19.3,21.2,0,15.0,20.3,32.4,0,17.3,48.5,21.0,2,15.7,52.7,24.0,2,15.0,20.3,32.4,0,14.7,72.5,20.5,2
2017-10-16,11.1,14.9,24.1,0,14.1,28.3,38.5,0,20.8,48.8,18.9,2,19.2,51.0,22.2,2,14.1,28.3,38.5,0,14.9,75.1,29.5,2
2017-10-17,12.6,15.2,18.4,0,13.8,24.9,35.3,0,26.1,43.4,14.8,0,23.6,47.9,18.0,2,13.8,24.9,35.3,0,14.2,81.1,33.5,2
2017-10-18,14.3,22.2,17.1,0,13.8,18.7,30.6,0,28.7,40.1,21.0,2,26.1,45.7,25.4,3,13.8,18.7,30.6,0,13.7,83.7,29.5,2
2017-10-19,13.7,27.6,19.6,0,14.3,14.2,35.6,5,20.8,55.1,50.9,5,17.4,72.5,23.4,5,14.3,14.2,35.6,5,14.8,73.5,24.1,2
2017-10-20,11.5,25.5,46.6,0,13.5,15.2,35.3,0,20.3,61.4,13.7,0,18.9,64.6,18.2,0,13.5,15.2,35.3,0,15.4,72.2,24.1,2
2017-10-21,8.7,35.2,18.7,0,13.5,16.5,34.9,0,20.8,61.3,37.1,5,18.8,69.9,37.1,5,13.5,16.5,34.9,0,15.2,72.7,22.3,2
2017-10-22,12.2,34.0,19.3,0,14.0,16.8,36.0,0,15.0,62.2,19.7,5,12.9,70.9,15.0,5,14.0,16.8,36.0,0,15.6,69.4,25.9,2
2017-10-23,16.4,26.5,23.2,0,13.7,14.8,35.6,2,18.3,50.8,21.0,0,15.5,60.8,16.5,2,13.7,14.8,35.6,2,16.3,69.3,24.1,2
2017-10-24,16.2,35.2,24.9,0,13.0,16.6,34.6,2,21.9,51.1,17.6,0,19.5,56.8,18.2,0,13.0,16.6,34.6,2,15.4,76.4,25.9,2
2017-10-25,13.9,27.2,17.1,0,12.6,16.0,37.4,0,24.4,52.3,14.8,2,22.4,56.5,23.4,2,12.6,16.0,37.4,0,15.2,74.0,27.7,2
2017-10-26,15.1,23.7,21.7,0,12.4,18.6,33.8,3,24.2,54.3,28.8,2,21.7,61.9,29.4,2,12.4,18.6,33.8,3,14.1,82.1,27.7,5
2017-10-27,15.5,26.8,18.3,0,12.8,14.4,36.7,0,22.7,62.1,27.5,2,20.6,65.0,26.0,2,12.8,14.4,36.7,0,14.8,71.7,24.1,2
2017-10-28,14.6,23.9,18.4,0,11.0,19.2,38.9,0,22.3,61.1,25.7,2,20.6,64.8,25.8,2,11.0,19.2,38.9,0,15.1,68.1,25.9,2
2017-10-29,13.8,29.5,16.4,0,10.3,23.0,37.8,0,25.4,48.0,17.1,5,23.5,49.7,20.4,3,10.3,23.0,37.8,0,15.1,69.7,27.7,2
2017-10-30,13.8,29.8,15.8,0,9.7,22.2,38.9,0,23.4,54.4,25.9,2,21.0,56.7,36.3,5,9.7,22.2,38.9,0,15.0,69.7,25.9,2
2017-10-31,12.0,35.0,21.9,0,10.1,21.1,36.7,0,23.5,51.1,23.1,2,21.6,52.7,29.0,2,10.1,21.1,36.7,0,14.6,72.4,25.9,2
2017-11-01,10.0,41.5,18.2,0,10.7,19.3,36.0,0,23.8,50.8,23.6,2,21.0,55.8,23.9,2,10.7,19.3,36.0,0,14.5,72.3,24.1,2
2017-11-02,9.1,56.1,37.1,0,11.5,19.3,28.8,0,26.9,48.9,16.8,2,24.0,53.2,20.3,2,11.5,19.3,28.8,0,14.6,73.4,31.7,2
2017-11-03,7.4,64.7,23.2,2,11.7,15.8,36.4,2,26.4,50.6,24.1,2,23.4,57.9,31.0,2,11.7,15.8,36.4,2,15.7,68.7,31.7,2
2017-11-04,6.9,56.8,25.9,0,11.9,14.9,35.6,0,20.0,72.1,23.4,5,17.6,80.4,16.6,5,11.9,14.9,35.6,0,14.9,74.2,27.7,2
2017-11-05,6.4,49.2,14.4,0,13.5,16.6,32.0,0,18.9,79.0,18.1,5,17.0,81.7,18.3,5,13.5,16.6,32.0,0,15.3,69.9,27.7,2
2017-11-06,5.2,41.0,17.8,0,13.5,25.1,32.4,0,21.0,71.5,17.1,2,19.0,75.5,12.8,2,13.5,25.1,32.4,0,16.2,68.9,25.9,2
2017-11-07,4.4,33.3,18.3,0,13.1,33.3,37.4,2,23.1,68.6,14.8,2,22.1,65.4,14.8,2,13.1,33.3,37.4,2,16.0,76.1,27.7,2
2017-11-08,5.5,38.1,24.6,0,13.8,32.8,34.9,0,23.6,63.7,28.5,5,21.3,69.4,25.6,5,13.8,32.8,34.9,0,15.7,80.4,27.7,2
2017-11-09,8.0,50.6,19.8,0,14.6,24.1,35.3,3,19.9,83.4,17.4,5,18.2,88.5,21.9,5,14.6,24.1,35.3,3,15.8,78.0,20.5,2
2017-11-10,5.7,49.8,16.4,0,15.0,19.1,32.4,3,19.4,84.2,20.8,5,18.6,83.2,23.5,5,15.0,19.1,32.4,3,16.9,72.5,25.9,2
2017-11-11,5.6,40.1,21.7,0,15.1,20.7,31.7,2,21.8,63.6,14.3,2,19.4,66.2,20.1,2,15.1,20.7,31.7,2,18.1,67.8,27.7,2
2017-11-12,5.4,44.0,17.1,0,15.2,21.7,28.8,1,23.3,51.0,21.9,2,20.7,57.3,20.5,2,15.2,21.7,28.8,1,17.9,70.1,24.1,2
2017-11-13,5.8,43.5,16.4,0,15.3,23.3,30.6,1,24.3,42.5,17.9,2,21.9,54.1,22.1,0,15.3,23.3,30.6,1,17.5,74.2,24.1,2
2017-11-14,7.7,36.5,18.4,0,15.6,23.3,38.5,2,25.7,43.6,19.2,2,23.2,51.6,23.9,2,15.6,23.3,38.5,2,17.5,70.2,25.9,2
2017-11-15,8.9,35.4,22.8,0,14.3,27.7,36.4,2,28.4,42.5,22.1,0,26.0,47.9,23.9,0,14.3,27.7,36.4,2,17.5,69.4,27.7,2
2017-11-16,10.3,53.0,36.5,0,14.2,25.7,37.4,2,22.8,37.0,38.4,2,20.4,44.0,26.4,2,14.2,25.7,37.4,2,16.8,74.8,25.9,2
2017-11-17,6.9,56.3,45.1,3,12.5,30.4,40.3,0,22.3,44.0,12.7,0,20.1,47.8,20.2,0,12.5,30.4,40.3,0,16.8,75.6,24.1,2
2017-11-18,1.3,43.6,20.9,0,11.1,31.4,35.3,0,17.6,59.5,33.7,2,15.5,66.1,33.5,2,11.1,31.4,35.3,0,17.4,73.8,25.9,2
2017-11-19,2.4,31.2,18.3,0,10.7,25.9,36.7,0,20.1,52.8,17.6,0,17.3,57.5,18.2,0,10.7,25.9,36.7,0,17.1,70.5,24.1,2
2017-11-20,8.0,29.1,13.9,2,10.8,27.6,38.5,0,24.2,44.6,21.5,0,21.7,49.8,22.2,0,10.8,27.6,38.5,0,17.6,68.0,25.9,2
2017-11-21,10.4,51.6,15.1,0,12.0,23.1,37.1,0,21.5,53.8,37.6,5,18.8,63.4,29.5,5,12.0,23.1,37.1,0,16.9,71.9,27.7,2
2017-11-22,10.7,52.7,15.7,0,13.5,20.2,38.2,0,20.4,60.7,13.8,2,17.5,73.5,14.5,2,13.5,20.2,38.2,0,17.2,66.1,29.5,2
2017-11-23,10.3,50.8,16.4,0,13.5,19.3,36.4,2,22.8,51.6,22.3,0,20.1,57.7,23.9,0,13.5,19.3,36.4,2,17.3,65.3,29.5,2
2017-11-24,10.2,39.2,23.1,0,14.0,20.2,33.8,2,26.4,44.5,22.8,0,23.5,50.5,27.3,0,14.0,20.2,33.8,2,17.6,66.0,29.5,2
2017-11-25,10.1,31.5,16.5,0,15.3,17.6,34.2,2,21.8,49.8,34.0,2,19.7,56.0,25.9,2,15.3,17.6,34.2,2,17.1,68.3,29.5,2
2017-11-26,12.0,37.3,30.1,0,14.1,19.6,37.4,0,22.2,52.1,18.1,0,20.6,53.4,20.4,0,14.1,19.6,37.4,0,17.4,67.9,25.9,2
2017-11-27,8.4,47.1,40.0,5,15.1,14.1,31.0,2,25.4,41.3,19.6,5,23.0,44.8,27.4,5,15.1,14.1,31.0,2,17.0,68.8,25.9,2
2017-11-28,3.0,56.0,17.1,0,16.5,14.2,37.4,2,23.7,64.5,19.7,5,20.7,71.7,23.7,5,16.5,14.2,37.4,2,17.8,67.1,24.1,2
2017-11-29,4.8,49.4,16.4,0,15.0,16.7,32.8,2,26.6,52.0,14.8,2,24.5,53.5,16.4,5,15.0,16.7,32.8,2,17.8,66.1,37.1,2
2017-11-30,3.5,51.9,14.6,0,14.5,14.4,34.2,0,25.3,55.1,25.9,2,23.6,57.8,25.9,5,14.5,14.4,34.2,0,17.2,66.9,24.1,2
2017-12-01,3.1,47.6,17.1,0,13.0,24.3,38.2,0,26.5,55.4,20.0,2,25.1,55.7,23.7,5,13.0,24.3,38.2,0,17.7,65.0,22.3,2
2017-12-02,2.6,48.3,17.1,0,12.1,28.1,38.2,0,24.3,67.8,22.3,5,23.1,69.7,25.6,5,12.1,28.1,38.2,0,18.7,62.4,25.9,2
2017-12-03,2.6,39.7,52.4,0,12.9,23.9,26.3,2,22.4,71.3,23.6,5,21.0,74.7,27.2,5,12.9,23.9,26.3,2,17.3,75.3,29.5,2
2017-12-04,-1.2,45.7,29.4,0,13.6,20.0,29.5,5,18.3,87.4,20.5,5,16.7,89.7,13.0,5,13.6,20.0,29.5,5,17.9,68.6,25.9,2
2017-12-05,-0.8,40.1,27.0,0,14.2,19.8,33.5,2,18.4,83.5,11.4,2,17.2,84.5,14.5,5,14.2,19.8,33.5,2,17.7,71.6,25.9,2
2017-12-06,2.6,32.9,27.7,0,14.2,20.1,32.4,2,21.7,77.8,10.9,2,20.7,75.3,14.5,2,14.2,20.1,32.4,2,18.0,70.0,25.9,2
2017-12-07,2.9,30.4,25.9,0,15.0,17.1,33.5,2,25.5,65.0,18.4,2,22.9,68.0,20.1,2,15.0,17.1,33.5,2,17.7,68.8,25.9,2
2017-12-08,4.4,27.3,21.6,0,14.9,15.9,30.2,2,27.0,58.1,16.6,2,24.6,61.9,16.6,2,14.9,15.9,30.2,2,18.2,65.1,27.7,2
2017-12-09,2.9,26.5,20.1,0,15.3,18.1,37.4,0,24.8,71.1,20.7,5,22.8,72.9,34.7,5,15.3,18.1,37.4,0,18.3,64.5,27.7,2
2017-12-10,2.2,20.3,18.9,0,14.8,24.9,39.2,3,25.0,63.5,17.4,5,23.2,69.5,14.4,5,14.8,24.9,39.2,3,18.7,65.2,25.9,2
2017-12-11,1.5,17.5,20.2,0,14.8,32.4,36.4,0,23.1,65.1,33.5,5,20.7,75.6,12.0,5,14.8,32.4,36.4,0,18.6,64.0,27.7,2
2017-12-12,1.6,16.6,19.6,0,15.2,28.8,32.0,3,24.8,60.3,16.9,3,22.8,66.4,14.8,2,15.2,28.8,32.0,3,19.4,59.2,27.7,2
2017-12-13,4.0,16.2,23.2,0,16.5,25.1,34.9,2,26.9,58.5,20.8,2,24.4,64.1,20.2,2,16.5,25.1,34.9,2,17.9,72.5,33.5,2
2017-12-14,6.9,24.1,28.9,0,17.6,22.3,36.4,2,26.5,59.9,25.4,5,22.9,73.6,24.0,5,17.6,22.3,36.4,2,17.7,72.0,29.5,2
