,headline,date,snippet,source
81,Founder of Blackwater to launch battery metals fund,02/01/2019,"10 Drag out scandal involving 5 Cross, discontented underdogTesla CEO? (8) on lithium (4) 45 4612 acrobatics Unqualified ( , 8 I ) got hurt doing 6 supporter Musician is (8 prohibition ) 47",ft
82,European carmakers risk being left all at sea as they turn towards battery power,08/12/2018,"The buyout has helped CLSA win work on several big initial public offerings from China, such as Xiaomi’s listing in June, and upcoming deals for Sinochem Energy and Tianqi Lithium. It has, however, pulled out of the US.",ft
83,CROSSWORD,08/09/2018,The Japanese battery supplier said it did not know how much Cuban cobalt was ultimately used in the lithium ion batteries it supplied to the US market for Tesla “due to commingling of sources by its suppliers in several phases of manufacturing processes”.,ft
84,CLSA follows parent Citic into Asian developing markets,13/08/2018,Lithium stocks: salt panned,ft
85,Panasonic halts ties with Cuban cobalt supplier over sanctions fear,21/07/2018,The expected electric vehicle boom will only exacerbate these challenges as tech and battery metals like cobalt and lithium experience increased demand.,ft
86,Lex.,25/01/2018,"These companies have also locked up supplies of key raw materials such as lithium, signing agreements with mines across the world.",ft
87,Letters,28/11/2017,"The positive electrode, or cathode, is coated in a carefully processed metal oxide slurry that in most cars includes lithium, cobalt, nickel, and manganese. When the battery is discharged lithium ions flow to the cathode generating a flow of electrons and electricity.",ft
88,Europe’s fledgling battery industry should heed the lessons from solar,10/10/2018,56 57 20 Murder victim had tree cut (4) 17 Steward takes lithium to relax21Washes well into the night to (7),ft
89,The race to replace cobalt,21/08/2018,"industries, which require metals such as aluminium, copper, lithium and cobalt.",ft
90,"CROSSWORD No. 15,857 Set by ARMONIE 4 5 ...",14/05/2018,"For Helen, lithium is the necessary angel of the title, something to be as much endured as revered, and this theme recurs throughout New Zealand writer CK Stead’s masterfully structured story.",ft
91,Apple joins push on emission-free aluminium,11/05/2018,"Not surprisingly, carmakers such as Volkswagen are having difficulties locking down metals such as cobalt and lithium.",ft
92,Life versus literature,10/03/2018,"Electric vehicle batteries need much larger quantities of raw materials than those in smartphones. That is challenging small markets for lithium and cobalt, which have seen big price rises.",ft
93,Cobalt miners poised to play strong hand in price setting,08/12/2017,It produces chemicals and will get the lithium it needs via a joint venture.,ft
94,Cobalt traders dismiss VW’s low-price bid to grab supply,16/10/2017,"Metals demand could double because of growth in wind turbines and solar panels and there could be a more than 1,000 per cent rise in lithium demand for batteries, the bank says.",ft
95,BYD: Buffett’s battery bargain,30/08/2017,"According to Christophe Pillot of Avicenne Energy in Paris, global demand for lithium ion batteries for vehicles will grow from $15bn last year to $28bn in 2020 and $38bn in 2025.",ft
96,World Bank flags up renewables resource risks,18/07/2017,"With Europe’s largest known deposit of lithium, the key chemical for batteries, the region has the chance to be a “hotbed for future technologies”, he says.",ft
97,Why European carmakers are not yet betting their own money on batteries,15/07/2017,The storage capacity of big lithium ion battery systems more than doubled last year.,ft
98,German tortoise joins electric-car race,23/05/2017,"Pieter Busscher, who manages the Smart Materials Strategy fund at asset manager RobecoSAM in Zurich, says that miners of lithium — the raw",ft
99,The Big Green Bang,19/05/2017,"The changing dynamic could yet make silver one of the few commodities that benefits from the rollout of renewable energy, along with copper for wiring and lithium for use in grid batteries.",ft
100,Investors grapple with the great resource shift,18/08/2016,"Lithium, the world’s lightest metal, remains a popular ingredient, with lithium-oxygen and lithium-sulphur batteries showing good results in lab tests. Magnesium-ion is another option.",ft
101,Silver investors look for solar energy spark,14/05/2016,"While the rightwing UDI party has been deeply damaged by a campaign finance scandal, after politicians invoiced lithium producer SQM and financial group Penta for services that were never provided, Ms Bachelet’s credibility has also been severely dented by accusations that her son and daughter-in-law abused their political influence...",ft
102,Search for the supercharger Batteries and energy storage,27/06/2015,The initiative stretches from mining and refining the raw materials such as lithium to manufacturing and recycling batteries.,ft
103,Political scandals put brake on reform agenda,28/04/2015,"Chief in its arsenal was a new battery, made with solid state lithium ion, that would give its car greater performance, longer range and faster charging than even the most advanced electric cars on the market, which use liquid-based batteries.",ft
104,Powering up the industrial base,03/12/2019,Prof Whittingham started off the development of lithium batteries in the early 1970s as a scientist at Exxon in the US but the project was discontinued when the oil company cut back its research activities in the early 1980s.,ft
105,Clever car hopes expire for Dyson,12/10/2019,"A strong European electric car market would also be a relief for investors, following falls in share prices for almost all companies involved in the battery supply chain this year — from battery materials producer Umicore, to cobalt miners such as Glencore, and lithium producers such as Albemarle.",ft
106,Goodenough at 97 to win Nobel Prize for work on mobile battery technology,10/10/2019,"The company calculates that powering 1tn wireless sensor nodes, each using a small lithium coin cell, would require approximately 109,000 tonnes of lithium — nearly three times worldwide annual production. “Energy harvesting is simply a necessity if a large population of IoT devices is to be powered,” he says.",ft
107,Europe’s big batteries push promises relief at last for investors,25/09/2019,His company Berkshire Hathaway is discussing an agreement to extract $1.5bn of lithium each year from geothermal wells in California for use in vehicle batteries. Lithium is less scarce than palladium but the US still listed it last year as one of 35 minerals “vital to the nation’s security”.,ft
108,Internet of things sparks race to replace the battery,08/07/2019,The price of lithium has more than halved in China this year while cobalt prices are down about 10 per cent. That has hit share prices of the largest producers with Chile’s lithium giant SQM down 31 per cent this year and cobalt producer China Molybdenum off by 40...,ft
109,Palladium’s paradise risks losing its lustre,24/01/2019,"The growth in electric car numbers will also accelerate the race to buy batteries, with Daimler and VW already pledging to spend €70bn. As others step up investments, the price of raw materials such as lithium and cobalt looks set to rise.",ft
110,Niche bets on Burgundy wine and cannabis pay off,29/12/2018,"The company has lowered battery prices to gain market share following the subsidy reduction, reducing profitability, founder Zeng Yuqun said last month. Rising costs of battery materials such as lithium lowered CATL’s margins",ft
111,Downturns pose threat to carmakers’ tech drive,29/12/2018,"This week, China’s Tibet Summit Resources agreed to acquire a Canadian lithium producer. It is a relatively small deal but one that reflects the direction of the country’s ambition. Lithium is an important",ft
112,Bullishness on electric cars outlook pushes China battery maker’s valuation to $12.3bn,12/06/2018,The move highlights the challenge manufacturers face in securing raw materials such as lithium and cobalt that are crucial in the production of EV batteries.,ft
113,Lex.,20/12/2017,"If China becomes the Saudi Arabia of batteries, will this give it greater influence? What about those who control the raw materials needed, from lithium to cobalt? O’Sullivan hints at this in her introduction, saying we should expect renewables “eventually to have major repercussions for global politics”.",ft
114,Toyota and Panasonic launch car battery study,14/12/2017,"But, the lack of regulation differentiating between electric vehicles effectively encourages carmakers to sell cars with bigger batteries and longer ranges — features that sound great but are at odds with electric vehicles’ green image, given the amount of lithium and cobalt used in the batteries.",ft
115,The revolution energising geopolitics,04/12/2017,"Battery-powered electric vehicles (EVs) threaten to upend these relationships, while at the same time creating new ones for metals such as cobalt, lithium, nickel and even copper. We recently upgraded our forecasts for EV market share to 2022 on the back of booming sales and government targets.",ft
116,Green driving’s dirty secret,09/11/2017,"In July, Toyota shares surged on media reports that it was closing in on a solid-state lithium battery that would deliver even greater standards of density and safety.",ft
117,Time for commodity investors to switch focus and stop fretting,31/10/2017,"This wide range of uses sets copper apart from other raw materials such as lithium, which have more concentrated usages in battery-powered cars.",ft
118,Japan Inc prepares to defend its lead in battery power,24/10/2017,"For anyone in doubt about the potential scale of this market, then they should take a look at Tesla’s vast “Gigafactory”, under construction in the Nevada desert. There, Panasonic will manufacture lithium cells for 500,000 cars that the company expects to roll off the production lines this decade.",ft
119,Investors bet on electric car-fuelled copper rush,21/07/2017,"Fortescue is trying to diversify away from iron ore through exploration in Australia and Ecuador. It was examining its reserves of lithium, a metal used in batteries, in the Pilbara region of Western Australia, Mr Power said.",ft
120,Chemical groups gear up for electric car race,11/07/2017,"One industry is quite happy with the climate-policy-based electric vehicle tilt: lithium mining and processing. Shares of Albemarle Corporation, which supplies 30 to 35 per cent of the raw material for lithium batteries, have more than doubled over the past year.",ft
121,Iron ore producer warns of more price cuts to offset low-quality Chinese output,23/05/2017,"These could include lithium, a commodity that is expected to be in greater demand for batteries in electric cars.",ft
122,Obama leaves a case of environmental whiplash for carmakers and Trump,10/12/2016,"the saws are sharp, the gauge still accurate and even the hand drill, though slow compared with a 14v lithium battery cordless drill, is a handy bit of kit when slow, careful boring is required.",ft
123,Gecamines woos Chinese investors for Congo mines,24/11/2016,"Exposure of their electrodes to the air brings problems, such as reduced performance in humid climates. They are behind lithium -ion in development.",ft
124,New Rio Tinto chief seeks growth path in volatile times,04/07/2016,"With his silicon-laden vehicles and paradigm-shifting approach, founder Elon Musk appears to have one foot in the software business. Ramping up delivery of code sixfold is a doddle, though. Doing the same with steel, rubber, plastic and lithium is quite another.",ft
125,When a spade isn’t just a spade,25/06/2016,"At Cambridge university, Professor Clare Grey and her team have produced an advanced lithium air battery that costs and weighs a fifth of the lithium ion batteries on which most electric cars now run.",ft
126,Fuel replacements jostle on start line,11/05/2016,"First, Tesla’s batteries are based on lithium ion technology, which powers most of today’s cell phones and electric vehicles.",ft
127,Volting ambition,02/04/2016,"“While magnetic fusion is like a furnace that is always on, our projectile fusion is a pulsed process that transfers energy from each shot into liquid lithium coolant,” said Nick Hawker, First Light chief executive.",ft
128,Focus on science that could transform energy supply,27/11/2015,Design studio Unknown Fields’ investigations into the landscapes of lithium and water extraction — both suggested as alternatives to fossil fuels — are presented using seductively beautiful images and revealing deeply troubling impacts for local populations.,ft
129,Lex.,02/05/2015,Albemarle retreated after the chemicals group warned that weak lithium prices would spread outside China next year and excess inventories would take between 12 and 18 months to run down.,ft
130,Two British companies confident of nuclear fusion breakthrough,28/12/2019,"(Mining lithium, making car batteries, shipping cars and generating most electricity isn’t clean.)",ft
131,A very beautiful emergency,05/12/2019,"today, still driving cars. Electric vehicles won’t save us either: their lifetime emissions are unacceptably high. (Mining lithium, making car batteries, shipping cars and most electricity generation isn’t clean.)",ft
132,The day in the markets,09/11/2019,"Chemicals maker Albemarle tumbled after warning that one-off issues at its lithium business would hit current-quarter earnings, as well as tempering 2020 guidance. Bryce Elder",ft
133,The myth of green growth,26/10/2019,"Consultants at Benchmark Mineral Intelligence forecast that cobalt demand for lithium ion batteries will increase from 75,000 tonnes in 2019 to 152,000 tonnes in 2024, out of a total cobalt market of 213,000 tonnes.",ft
134,The myth of green growth,26/10/2019,petrochemical and hydroelectric plants and trying to produce batteries out of rich lithium deposits.,ft
135,The day in the markets,26/10/2019,Lithium miner Albemarle and technology partner Livent were dragged down after Chilean mining company SQM announced that earnings had plummeted by nearly half due to a slump in prices for the battery metal. Harry Dempsey,ft
136,Trafigura helps fund Congo cobalt plant after Glencore retreat,15/10/2019,"Energy storage is seen as one of the main technological bottlenecks that is holding back the deployment of renewable energy worldwide. Current systems such as lithium ion batteries or pumped hydro storage are, respectively, too expensive and too geographically limited to be deployed on a large scale.",ft
137,The limits of Evonomics,09/10/2019,in circuit boards but 93 per cent of sales revenue is from copper sheets used in lithium batteries.,ft
138,The day in the markets What you need to know,23/08/2019,"breakthroughs that can apparently stretch electric vehicle ranges past 600, 1,000, or even 5,000 miles, using high-density lithium batteries or technologies which use a combination of hydrogen and battery power,” says Mr Razvadauskas, adding: “But bringing such products to the market will take several years due to testing and...",ft
139,SoftBank ploughs $110m into storage start-up,16/08/2019,"The Wizard of Oz, leaving the Lycra-clad specialists on their expensive racers eating your lithium.",ft
140,Star’s sparkle raises Shanghai hopes of challenging Hong Kong for tech IPOs,27/07/2019,"The consortium aims to deliver power at a cost that is the same as, or lower than, the lithium ion battery storage units that are starting to be deployed to help manage variations in electricity supply and demand in many markets.",ft
141,China’s car owners take lead in electric vehicle revolution,08/07/2019,"The need for storage is expected to accelerate massively with the greater use of renewables — and while there has been a lot of hype surrounding lithium batteries, pumped hydro is expected to remain the backbone of the renewables revolution.",ft
142,ROBERT SHRIMSLEY THE NATIONAL CONVERSATION,08/06/2019,"“We are able to store dramatically more lithium in the same volume when the battery is charged,” Mr Berdichevsky said. “That lets us pack more energy into the same size battery, so you need fewer cells to make a pack.”",ft
143,Japanese partners plan US clean power storage,31/05/2019,Johnson Matthey’s response is a £200m investment to make enhanced lithium nickel oxide (eLNO) batteries in Poland.,ft
144,Betting on a ‘water battery’,29/05/2019,"With rival lithium producers complaining of pricing pressure, Albemarle’s performance demonstrated the defensiveness of its business model, said Goldman Sachs.",ft
145,Daimler leads $170m investment in battery start-up Sila,17/04/2019,"copper, cobalt, nickel and lithium that will be needed as the world shifts to cleaner forms of energy and transport. They are also generating plenty of cash that is being returned to shareholders, and are tackling the challenge or reducing water usage and the storage of waste material.",ft
146,Lex.,03/04/2019,"electric vehicles on a large scale, the company has not been accorded a Tesla-like, or even lithium miner-like, valuation. Indeed, its London stock is, at 309p, about 100 points lower than a year ago. Its price has, however, perked up since the end of December.",ft
147,The day in the markets,22/02/2019,"While lithium-ion batteries require a host of metals such as cobalt, lithium and nickel, most fuel cells only require platinum, of which there is an abundant supply, as a catalyst, at a level of around 0.5 to 0.6 grammes per kilowatt.",ft
148,Global miners count the cost of their failings,16/02/2019,"As well as renewable energy, miners are looking at how they can use electric vehicles to lower greenhouse gas emissions. At the huge Olympic Dam copper mine in South Australia, BHP, the world’s biggest miner, is trialling vehicles powered by lithium ion batteries in its underground fleet.",ft
