,headline,date,snippet,source
35,Deals of the day-Mergers and acquisitions,06/10/2015,"battery maker EnerSys, the Wall StreetJournal reported, citing people",reuters
36,Johnson Controls in talks to buy EnerSys - WSJ,06/10/2015,"to buy industrial battery maker EnerSys, the Wall Street Journal, the Journal said. (http://on.wsj.com/1Z87qzV)EnerSys had a market value",reuters
37,Italy - Factors to watch on September 16,16/09/2015,shareholder meetingof its Enersis unit will be called by the end,reuters
38,Deals of the day- Mergers and acquisitions,19/08/2015,"organic juices and smoothies.** Enersis SA, the Latin American arm",reuters
39,Italy - Factors to watch on August 12,12/08/2015,"ENELA Chilean pension fund and shareholder in Enersis SA,Italian",reuters
40,Chile pension fund takes regulator to court on Enel decision,11/08/2015,"in Enersis SA, Italian power generator EnelSpA's Latin American arm influentialpension fund shareholders.Habitat is Enersis' top pension",reuters
41,DIARY-U.S. MEETINGS/WEEK AHEAD,05/08/2015,EnerSys Earnings Call06 Aug 13:00 Q2 2015 Essex Rental,reuters
42,DIARY-NON S&P WEEK AHEAD,05/08/2015,EnerSys 05 Aug BMO Q2 2015 Enova,reuters
43,DIARY-NON S&P WEEK AHEAD - Part II,31/07/2015,Q1 2016 EnerSys 05 Aug BMO Q2,reuters
44,Italy - Factors to watch on July 28,28/07/2015,"* ENELEnersis, European energy giant Enel's LatinAmerican arm, said",reuters
45,Italy - Factors to watch on July 1,01/07/2015,"onTuesday.ENELThe chairman of Chilean energy firm Enersis, controlled",reuters
46,Enersis chairman resigns amid Chile campaign finance probe,30/06/2015,"SANTIAGO, June 30 (Reuters) - Chilean energy firm Enersis'chairman.Enersis, which is controlled by Italian giant Enel, said in a statement",reuters
47,Italy - Factors to watch on April 30,30/04/2015,there was no immediate ratingimplications for Endesa Chile and Enersis from Enel's,reuters
48,Italy - Factors to watch on April 23,23/04/2015,The board of the utility agreed upon the possibility forEnersis,reuters
49,Italy - Factors to watch on February 3,03/02/2015,into its Chilean unit Enersis as partof a reorganisation of its Latin,reuters
50,Italy - Factors to watch on January 30,30/01/2015,"Enersis, controlled byEnel, said late on Thursday that its net profit",reuters
