name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,12/31/1988,12/31/1987,12/31/1986
		LongTermProvisions,"393,600,000","549,000,000","402,000,000","413,300,000","421,900,000","547,200,000","424,400,000","431,800,000","450,000,000","553,400,000","412,000,000","424,000,000","435,500,000","543,900,000","310,000,000","320,500,000","337,000,000","417,400,000","305,100,000","291,500,000","293,900,000","366,700,000","257,700,000","263,100,000","277,100,000","340,800,000","163,100,000","179,100,000","190,900,000","278,600,000","216,600,000","170,500,000","167,900,000","248,100,000","164,300,000","221,200,000","232,900,000","274,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"2,732,400,000","2,871,700,000","2,631,700,000","2,630,800,000","2,631,400,000","3,080,600,000","3,028,300,000","3,027,500,000","3,531,800,000","3,194,300,000","3,032,400,000","2,144,300,000","2,145,000,000","2,196,300,000","2,593,300,000","2,892,900,000","2,993,200,000","3,015,500,000","1,492,900,000","1,592,300,000","1,790,400,000","1,826,800,000","1,913,300,000","1,988,900,000","1,986,200,000","2,070,600,000","2,048,500,000","2,050,900,000","1,150,900,000","1,187,000,000","1,151,900,000","1,153,700,000","1,154,000,000","1,186,500,000","771,800,000","762,400,000","1,233,900,000","940,600,000","807,900,000","810,000,000","910,400,000","779,100,000","493,600,000","485,500,000","533,900,000","503,000,000","535,300,000","562,900,000","609,900,000","588,000,000","541,900,000","561,200,000","617,800,000","592,900,000","542,100,000","491,700,000","482,900,000","419,600,000","416,400,000","440,200,000","515,500,000","523,500,000","577,900,000","574,500,000","603,500,000","639,800,000","618,700,000","804,100,000","819,100,000","822,200,000","968,600,000","994,800,000","1,096,300,000","1,033,400,000","1,034,100,000","1,109,300,000","1,122,500,000","1,035,900,000","568,800,000","623,200,000","623,100,000","651,800,000","1,001,700,000","932,100,000","843,200,000","872,100,000","909,300,000","909,900,000","928,000,000","945,100,000","1,396,300,000","1,346,000,000","1,336,100,000","1,326,400,000","1,302,100,000","1,285,200,000","1,309,700,000","1,140,200,000","1,325,800,000","1,315,100,000","1,293,300,000","1,268,400,000","1,056,500,000","965,300,000","1,243,600,000","1,259,000,000","994,800,000","997,700,000","998,300,000","1,207,700,000","878,200,000","869,100,000","880,400,000","749,900,000","884,600,000","972,600,000","1,250,900,000","843,600,000","1,116,700,000","1,109,400,000","1,127,000,000","929,000,000","1,115,300,000","1,193,900,000","1,254,500,000","1,158,600,000","1,365,100,000","1,400,800,000","1,353,100,000","1,325,600,000","1,348,200,000","1,468,000,000","1,380,200,000","1,787,300,000"
			LongTermDebt,"2,732,400,000","2,731,700,000","2,631,700,000","2,630,800,000","2,631,400,000","2,929,500,000","3,028,300,000","3,027,500,000","3,531,800,000","3,031,100,000","3,032,400,000","2,144,300,000","2,145,000,000","2,179,000,000","2,593,300,000","2,892,900,000","2,993,200,000","2,993,000,000","1,492,900,000","1,592,300,000","1,790,400,000","1,798,800,000","1,913,300,000","1,988,900,000","1,986,200,000","2,036,300,000","2,048,500,000","2,050,900,000","1,150,900,000","1,153,400,000","1,151,900,000","1,153,700,000","1,154,000,000","1,154,100,000","771,800,000","762,400,000","1,233,900,000","908,800,000","807,900,000","810,000,000","910,400,000","779,100,000","493,600,000","485,500,000","533,900,000","503,000,000","535,300,000","562,900,000","609,900,000","588,000,000","541,900,000","561,200,000","617,800,000","592,900,000","542,100,000","491,700,000","482,900,000","419,600,000","416,400,000","440,200,000","515,500,000","523,500,000","577,900,000","574,500,000","603,500,000","639,800,000","618,700,000","804,100,000","819,100,000","822,200,000","968,600,000","994,800,000","1,096,300,000","1,033,400,000","1,034,100,000","1,109,300,000","1,122,500,000","1,035,900,000","568,800,000","623,200,000","623,100,000","651,800,000","1,001,700,000","932,100,000","843,200,000","872,100,000","909,300,000","909,900,000","928,000,000","945,100,000","1,396,300,000","1,346,000,000","1,336,100,000","1,326,400,000","1,302,100,000","1,285,200,000","1,309,700,000","1,140,200,000","1,325,800,000","1,315,100,000","1,293,300,000","1,268,400,000","1,056,500,000","965,300,000","1,243,600,000","1,259,000,000","994,800,000","997,700,000","998,300,000","1,207,700,000","878,200,000","869,100,000","880,400,000","749,900,000","884,600,000","972,600,000","1,250,900,000","843,600,000","1,116,700,000","1,109,400,000","1,127,000,000","929,000,000","1,115,300,000","1,193,900,000","1,254,500,000","1,158,600,000","1,365,100,000","1,400,800,000","1,353,100,000","1,325,600,000","1,348,200,000","1,468,000,000","1,380,200,000","1,787,300,000"
			LongTermCapitalLeaseObligation,,"140,000,000",,,,"151,100,000",,,,"163,200,000",,,,"17,300,000",,,,"22,500,000",,,,"28,000,000",,,,"34,300,000",,,,"33,600,000",,,,"32,400,000",,,,"31,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"339,200,000","378,900,000","345,300,000","346,800,000","345,100,000","474,600,000","345,400,000","337,200,000","333,900,000","568,900,000","335,200,000","340,600,000","329,600,000","682,700,000","330,600,000","165,900,000","179,100,000","455,900,000","159,600,000","151,000,000","137,000,000","197,900,000","174,600,000","172,600,000","181,900,000","202,300,000","235,500,000","234,700,000","55,600,000","84,400,000","73,700,000","75,100,000","85,200,000","110,500,000","45,400,000",,,"39,800,000",,,,,,,,,"218,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121,600,000","121,700,000","118,600,000","122,100,000","100,500,000","98,100,000","95,800,000","104,200,000","97,800,000","94,200,000","86,700,000","88,000,000","99,500,000","125,700,000","112,900,000","257,600,000"
			NonCurrentDeferredTaxesLiabilities,"339,200,000","342,400,000","345,300,000","346,800,000","345,100,000","350,000,000","345,400,000","337,200,000","333,900,000","333,200,000","335,200,000","340,600,000","329,600,000","330,800,000","330,600,000","165,900,000","179,100,000","173,200,000","159,600,000","151,000,000","137,000,000","167,400,000","174,600,000","172,600,000","181,900,000","173,200,000","235,500,000","234,700,000","55,600,000","51,300,000","73,700,000","75,100,000","85,200,000","73,100,000","45,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121,600,000","121,700,000","118,600,000","122,100,000","100,500,000","98,100,000","95,800,000","104,200,000","97,800,000","94,200,000","86,700,000","88,000,000","99,500,000","125,700,000","112,900,000","257,600,000"
			NonCurrentDeferredRevenue,,"10,300,000",,,,"89,400,000",,,,"206,000,000",,,,"327,600,000",,,,"243,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,,"92,100,000",,,,"107,800,000",,,,"123,600,000",,,,"145,600,000",,,,"186,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"203,900,000","208,500,000","213,300,000","208,600,000","214,800,000","209,100,000","209,900,000",,"216,100,000","349,900,000","364,800,000","286,700,000","339,100,000","364,400,000","366,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		EmployeeBenefits,"40,200,000","41,800,000","44,200,000","45,100,000","45,200,000","46,400,000","42,000,000","42,600,000","43,100,000","44,200,000","45,200,000","46,200,000","46,100,000","47,200,000","15,500,000","35,100,000","54,400,000","59,300,000","58,500,000","88,800,000","122,400,000","140,400,000","133,200,000","156,900,000","187,500,000","194,200,000","177,200,000","200,800,000","227,900,000","238,700,000","48,400,000","49,000,000","54,000,000","57,800,000","315,800,000","343,600,000","359,400,000","375,800,000","300,700,000","337,900,000","349,700,000","368,700,000","252,700,000","267,300,000","287,900,000","307,500,000","281,300,000","314,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"40,200,000","41,800,000","44,200,000","45,100,000","45,200,000","46,400,000","42,000,000","42,600,000","43,100,000","44,200,000","45,200,000","46,200,000","46,100,000","47,200,000","15,500,000","35,100,000","54,400,000","59,300,000","58,500,000","88,800,000","122,400,000","140,400,000","133,200,000","156,900,000","187,500,000","194,200,000","177,200,000","200,800,000","227,900,000","238,700,000","48,400,000","49,000,000","54,000,000","57,800,000","315,800,000","343,600,000","359,400,000","375,800,000","300,700,000","337,900,000","349,700,000","368,700,000","252,700,000","267,300,000","287,900,000","307,500,000","281,300,000","314,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DerivativeProductLiabilities,,"0",,,,"800,000",,,,"200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LiabilitiesHeldforSaleNonCurrent,,,,,,,,,,"0","0","0","0",,,,,"0","0","0","0",,,,,"0","0","0","0",,,,,"0","0",,,,"42,600,000","43,100,000","41,500,000",,,,,,"43,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"487,900,000","75,600,000","502,400,000","530,500,000","568,300,000","115,800,000","595,400,000","620,800,000","671,200,000","102,800,000","778,200,000","844,400,000","860,400,000","154,800,000","807,700,000","829,800,000","884,700,000","155,200,000","274,900,000","292,100,000","312,400,000","176,300,000","301,500,000","304,700,000","303,100,000","156,400,000","213,100,000","220,800,000","201,400,000","77,400,000","234,700,000","217,700,000","215,500,000","73,500,000","193,400,000","155,000,000","150,900,000","52,700,000","339,300,000","129,800,000","124,700,000","158,400,000","146,900,000","152,000,000","161,600,000","146,900,000","133,800,000","175,500,000","351,700,000","341,100,000","330,000,000","309,800,000","307,400,000","309,400,000","419,900,000","435,000,000","432,400,000","439,700,000","440,000,000","464,500,000","463,600,000","430,500,000","424,800,000","428,600,000","438,400,000","430,100,000","383,000,000","396,000,000","402,600,000","408,800,000","403,300,000","414,400,000","424,400,000","431,300,000","482,800,000","502,800,000","504,300,000","510,700,000","449,300,000","470,900,000","493,500,000","482,600,000","569,900,000","592,500,000","616,400,000","626,500,000","655,500,000","687,600,000","672,200,000","684,900,000","600,100,000","620,700,000","626,000,000","625,200,000","593,100,000","660,000,000","676,700,000","689,800,000","610,600,000","665,600,000","688,700,000","704,800,000","737,800,000","696,400,000","427,600,000","438,600,000","719,900,000","658,300,000","662,500,000","358,900,000","591,600,000","610,300,000","633,900,000","646,900,000","546,300,000","562,600,000","250,400,000","584,000,000","172,800,000","178,600,000","186,600,000","198,900,000","199,800,000","229,300,000","229,400,000","229,100,000","232,500,000","238,300,000","243,900,000","255,400,000","251,700,000","290,000,000","281,700,000","8,600,000"
TotalEquityGrossMinorityInterest,"3,082,200,000","3,051,900,000","3,057,000,000","3,134,100,000","3,031,300,000","2,984,200,000","2,968,400,000","2,850,900,000","2,702,700,000","2,561,400,000","2,679,300,000","2,794,900,000","2,791,800,000","3,210,400,000","3,078,300,000","3,025,700,000","3,014,700,000","2,707,100,000","2,135,200,000","2,026,700,000","1,891,400,000","1,993,000,000","2,120,700,000","2,041,900,000","2,003,300,000","1,908,300,000","2,154,600,000","2,208,300,000","1,469,400,000","1,564,000,000","1,784,300,000","1,768,400,000","1,687,400,000","1,572,100,000","1,373,600,000","1,598,600,000","1,483,200,000","1,554,800,000","1,488,100,000","1,386,500,000","1,299,600,000","1,304,100,000","1,378,300,000","1,421,300,000","1,317,400,000","1,189,200,000","1,357,100,000","1,212,600,000","1,187,000,000","1,133,100,000","1,121,700,000","1,101,200,000","1,007,700,000","966,400,000","1,207,600,000","1,275,100,000","1,206,000,000","1,122,700,000","1,110,500,000","1,093,000,000","1,116,300,000","1,078,500,000","1,075,100,000","1,097,100,000","1,058,800,000","1,010,800,000","1,013,400,000","988,500,000","993,500,000","927,300,000","746,600,000","696,400,000","644,600,000","636,600,000","545,800,000","554,200,000","484,300,000","450,800,000","465,100,000","434,500,000","267,600,000","263,600,000","727,600,000","712,900,000","830,900,000","847,400,000","775,800,000","810,800,000","793,000,000","789,800,000","778,600,000","799,900,000","723,300,000","802,900,000","832,800,000","834,000,000","781,400,000","818,600,000","983,700,000","1,064,100,000","1,009,900,000","995,200,000","966,800,000","908,900,000","883,200,000","810,800,000","764,900,000","674,300,000","586,200,000","516,000,000","511,100,000","449,600,000","387,300,000","260,300,000","378,700,000","363,000,000","310,000,000","274,900,000","535,800,000","486,700,000","424,000,000","372,600,000","311,600,000","276,400,000","230,300,000","212,600,000","191,900,000","118,100,000","-3,300,000","-44,400,000","-105,300,000","-223,600,000","-343,200,000","-506,600,000"
	StockholdersEquity,"3,059,100,000","3,032,500,000","3,031,400,000","3,110,700,000","3,008,600,000","2,961,800,000","2,944,500,000","2,822,200,000","2,675,400,000","2,532,300,000","2,649,200,000","2,763,600,000","2,761,000,000","3,121,100,000","3,046,400,000","2,996,200,000","2,986,600,000","2,681,800,000","2,120,300,000","2,011,900,000","1,877,300,000","1,957,700,000","2,084,300,000","1,997,100,000","1,960,200,000","1,865,700,000","2,113,700,000","2,169,800,000","1,434,900,000","1,530,500,000","1,723,200,000","1,710,600,000","1,633,000,000","1,519,800,000","1,324,100,000","1,547,600,000","1,436,100,000","1,480,300,000","1,424,600,000","1,319,400,000","1,237,500,000","1,240,600,000","1,318,000,000","1,360,700,000","1,261,700,000","1,131,500,000","1,302,200,000","1,155,000,000","1,132,300,000","1,076,400,000","1,069,400,000","1,042,100,000","951,100,000","902,900,000","1,149,600,000","1,215,500,000","1,150,100,000","1,064,300,000","1,055,100,000","1,035,000,000","1,059,700,000","1,019,500,000","1,023,600,000","1,043,400,000","1,007,900,000","959,300,000","964,000,000","938,100,000","943,000,000","876,200,000","697,900,000","648,600,000","596,900,000","588,300,000","502,400,000","509,900,000","440,400,000","406,000,000","421,900,000","391,500,000","225,500,000","218,800,000","610,400,000","601,500,000","784,900,000","800,400,000","727,400,000","765,200,000","747,700,000","743,600,000","733,700,000","754,300,000","666,500,000","729,400,000","759,400,000","776,600,000","726,000,000","760,600,000","925,600,000","919,900,000","864,300,000","855,800,000","825,400,000","768,600,000","705,700,000","653,400,000","611,200,000","573,200,000","473,500,000","416,500,000","392,500,000","336,400,000","264,000,000","216,900,000","321,400,000","306,500,000","253,600,000","219,000,000","478,900,000","429,300,000","360,000,000","309,800,000","249,600,000","215,100,000","167,400,000","149,600,000","129,100,000","60,700,000","-31,800,000","-70,600,000","-129,700,000","-223,600,000","-343,200,000","-506,600,000"
		CapitalStock,"18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,500,000","4,500,000","4,500,000","4,400,000","4,400,000","4,400,000","4,300,000","4,300,000","4,300,000","4,300,000","4,300,000","4,300,000","4,300,000","4,000,000","3,900,000","3,900,000","4,000,000","3,900,000","3,900,000","3,800,000","3,800,000","3,800,000","3,800,000","3,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,500,000","4,500,000","4,500,000","4,400,000","4,400,000","4,400,000","4,300,000","4,300,000","4,300,000","4,300,000","4,300,000","4,300,000","4,300,000","4,000,000","3,900,000","3,900,000","4,000,000","3,900,000","3,900,000","3,800,000","3,800,000","3,800,000","3,800,000","3,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"890,900,000","880,400,000","874,600,000","870,500,000","865,400,000","860,200,000","854,700,000","846,500,000","840,200,000","829,700,000","809,300,000","793,900,000","785,600,000","776,200,000","471,500,000","465,300,000","457,200,000","450,700,000","445,500,000","436,700,000","428,900,000","418,600,000","431,800,000","427,800,000","422,200,000","417,700,000","415,400,000","411,700,000","407,600,000","401,900,000","439,500,000","435,700,000","455,800,000","448,300,000","395,600,000","441,100,000","433,200,000","481,900,000","474,100,000","470,000,000","473,100,000","463,800,000","459,400,000","455,100,000","451,200,000","443,600,000","440,000,000","397,400,000","389,000,000","388,600,000","390,700,000","392,400,000","392,800,000","395,500,000","395,100,000","398,900,000","404,900,000","407,500,000","407,700,000","414,400,000","418,300,000","431,000,000","436,000,000","439,200,000","449,500,000","427,700,000","427,200,000","421,300,000","414,000,000","397,400,000","383,200,000","374,700,000","357,000,000","338,800,000","337,900,000","337,900,000","337,400,000","334,100,000","334,100,000","334,100,000","228,900,000","217,500,000","215,500,000","212,500,000","206,200,000","181,600,000","172,200,000","168,600,000","166,300,000","165,800,000","165,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"5,131,800,000","4,991,300,000","4,864,900,000","4,767,900,000","4,627,000,000","4,506,400,000","4,519,300,000","4,465,100,000","4,337,900,000","4,188,800,000","4,249,000,000","4,210,500,000","4,088,400,000","4,334,300,000","4,355,100,000","4,304,700,000","4,197,300,000","3,952,400,000","3,444,600,000","3,411,700,000","3,359,100,000","3,505,500,000","3,511,800,000","3,454,200,000","3,411,100,000","3,385,000,000","3,611,200,000","3,635,700,000","2,915,500,000","2,984,500,000","2,928,300,000","2,891,800,000","2,802,800,000","2,757,300,000","2,748,200,000","2,748,400,000","2,649,000,000","2,536,500,000","2,453,000,000","2,375,400,000","2,282,900,000","2,176,200,000","2,108,800,000","2,032,700,000","1,936,300,000","1,853,000,000","1,915,600,000","1,841,800,000","1,785,100,000","1,716,900,000","1,664,200,000","1,644,900,000","1,584,700,000","1,524,700,000","1,487,600,000","1,416,800,000","1,341,800,000","1,255,800,000","1,232,200,000","1,203,100,000","1,207,900,000","1,166,400,000","1,160,400,000","1,132,200,000","1,092,800,000","1,062,200,000","1,036,900,000","1,041,300,000","1,010,100,000","945,600,000","840,300,000","810,800,000","780,100,000","774,600,000","768,300,000","771,700,000","749,900,000","748,100,000","738,600,000","720,000,000","700,800,000","691,800,000","1,229,000,000","1,212,600,000","1,372,400,000","1,398,900,000","1,348,900,000","1,359,100,000","1,321,100,000","1,288,300,000","1,257,000,000","1,192,900,000","1,106,000,000","1,075,700,000","1,082,900,000","1,027,500,000","959,900,000","969,200,000","982,400,000","919,500,000","846,700,000","806,800,000","762,200,000","707,600,000","651,300,000","596,100,000","567,700,000","510,700,000","432,900,000","380,500,000","355,200,000","320,500,000","253,200,000","207,100,000","309,400,000","274,200,000","216,300,000","170,800,000","397,500,000","357,500,000","292,100,000","57,000,000","216,400,000","183,900,000","121,400,000","82,700,000","55,700,000","20,200,000","-34,600,000","-72,600,000","-96,900,000","-209,000,000","-338,200,000","-454,900,000"
		TreasuryStock,"2,546,600,000","2,542,100,000","2,442,500,000","2,241,800,000","2,219,600,000","2,141,200,000","2,090,200,000","2,092,800,000","2,094,500,000","2,092,800,000","2,000,900,000","1,905,900,000","1,807,200,000","1,699,100,000","1,499,300,000","1,499,200,000","1,501,000,000","1,499,600,000","1,499,800,000","1,501,700,000","1,503,800,000","1,506,600,000","1,496,400,000","1,496,600,000","1,497,600,000","1,498,300,000","1,498,800,000","1,496,300,000","1,497,600,000","1,498,700,000","1,499,300,000","1,499,800,000","1,502,000,000","1,502,500,000","1,452,900,000","1,253,800,000","1,258,200,000","1,147,800,000","1,151,900,000","1,153,800,000","1,157,100,000","1,018,700,000","966,000,000","866,400,000","857,400,000","862,700,000","771,900,000","769,700,000","752,800,000","759,200,000","767,500,000","754,800,000","744,400,000","750,500,000","691,700,000","634,600,000","619,000,000","598,400,000","570,400,000","548,100,000","526,400,000","525,400,000","523,000,000","483,500,000","483,600,000","489,100,000","493,900,000","498,400,000","501,500,000","504,000,000","505,700,000","507,700,000","507,600,000","507,600,000","507,700,000","507,400,000","507,600,000","507,600,000","507,300,000","507,100,000","508,100,000","507,600,000","512,000,000","512,500,000","510,800,000","511,400,000","511,500,000","511,300,000","511,600,000","510,800,000","498,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-435,600,000","-315,700,000","-284,200,000","-304,500,000","-282,800,000","-282,200,000","-357,900,000","-415,200,000","-426,800,000","-412,000,000","-426,800,000","-353,500,000","-324,400,000","-308,900,000","-299,500,000","-293,200,000","-185,500,000","-240,300,000","-288,600,000","-353,400,000","-425,500,000","-478,400,000","-381,500,000","-406,900,000","-394,100,000","-457,300,000","-432,700,000","-399,900,000","-409,200,000","-375,800,000","-163,900,000","-135,700,000","-142,200,000","-201,900,000","-385,400,000","-406,700,000","-406,500,000","-408,900,000","-369,200,000","-390,800,000","-370,700,000","-390,000,000","-293,500,000","-270,000,000","-277,700,000","-311,700,000","-290,800,000","-323,800,000","-298,300,000","-279,200,000","-227,300,000","-249,700,000","-291,300,000","-276,100,000","-50,700,000","25,100,000","13,100,000","-9,900,000","-23,700,000","-39,000,000","-44,700,000","-57,100,000","-54,400,000","-49,100,000","-55,400,000","-46,100,000","-10,800,000","-30,600,000","15,900,000","32,700,000","-24,300,000","-33,600,000","-37,000,000","-21,800,000","-100,400,000","-96,600,000","-143,600,000","-172,900,000","-147,800,000","-159,800,000","-200,100,000","-186,800,000","-326,000,000","-315,100,000","-286,800,000","-272,600,000","-286,000,000","-255,000,000","-231,900,000","-203,500,000","-194,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,800,000",,,,"4,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherEquityAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-47,700,000",,,,"-61,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-438,600,000","-439,500,000","-346,300,000","-323,500,000","-250,900,000","-233,900,000","-208,600,000","-56,800,000","400,000","17,600,000","49,000,000","63,200,000","61,000,000","54,400,000","57,300,000","43,500,000","62,500,000","40,600,000","36,000,000","37,300,000","15,900,000","10,800,000","9,800,000","12,000,000","32,300,000","37,300,000","48,200,000","81,400,000","71,800,000","67,900,000","252,800,000","33,200,000","31,200,000","46,000,000","66,900,000","73,400,000","40,500,000","2,800,000","2,000,000","-32,800,000","-14,600,000","-5,000,000","-51,700,000"
